Date	Rain mm/day	Tmax degC	Tmin degC	rHmean %	sunshine %	Windspeed m/s
02.06.1984 	4.0	19.6	11.7	71	46	2.4
03.06.1984 	0.0	26.2	11.3	72	26	3.7
04.06.1984 	3.6	15.8	11.6	89	5	2.4
05.06.1984 	3.9	19.2	9.4	73	34	2.4
06.06.1984 	0.0	14.1	10.2	83	0	2.9
07.06.1984 	2.8	17.2	9.4	63	57	3.7
08.06.1984 	0.3	20.5	9.6	75	57	5.0
09.06.1984 	3.2	16.8	9.6	78	19	4.3
10.06.1984 	2.8	22.1	7.4	59	80	1.9
11.06.1984 	27.8	18.6	10.5	62	63	1.2
12.06.1984 	0.8	21.9	8.5	58	83	1.2
13.06.1984 	14.9	23.7	10.2	66	45	2.4
14.06.1984 	0.9	19.0	13.8	86	1	3.7
15.06.1984 	1.1	14.0	10.6	75	0	2.9
16.06.1984 	0.1	16.9	11.4	68	10	1.9
17.06.1984 	4.3	20.3	10.2	65	41	1.9
18.06.1984 	0.6	25.0	11.7	64	81	1.9
19.06.1984 	0.0	26.7	10.0	52	91	0.5
20.06.1984 	7.2	28.5	10.9	63	87	2.4
21.06.1984 	3.6	26.2	16.0	85	36	1.2
22.06.1984 	9.9	22.5	11.1	57	60	2.9
23.06.1984 	2.3	16.3	10.8	58	60	5.9
24.06.1984 	1.3	16.1	9.8	68	36	4.3
25.06.1984 	0.0	17.5	7.7	78	16	5.0
26.06.1984 	0.0	18.1	11.4	67	30	2.9
27.06.1984 	0.0	23.5	8.2	62	50	2.4
28.06.1984 	0.0	18.7	12.4	78	3	2.9
29.06.1984 	0.0	16.5	8.9	62	47	2.9
30.06.1984 	0.0	17.5	8.9	70	54	3.7
01.07.1984 	0.0	20.1	5.6	55	85	0.8
02.07.1984 	0.0	20.5	10.2	72	37	2.4
03.07.1984 	0.0	16.0	8.4	77	11	5.9
04.07.1984 	0.0	15.0	9.3	80	1	2.4
05.07.1984 	0.6	16.6	9.0	77	4	2.9
06.07.1984 	3.2	21.8	8.1	66	52	1.9
07.07.1984 	0.0	23.6	7.8	57	86	1.9
08.07.1984 	0.0	25.6	9.9	44	89	2.9
09.07.1984 	0.0	31.3	11.5	58	80	1.9
10.07.1984 	0.0	31.8	17.2	55	73	1.2
11.07.1984 	0.0	34.2	18.5	69	61	2.9
12.07.1984 	0.0	23.7	15.7	70	52	2.4
13.07.1984 	0.5	20.7	13.6	73	35	5.0
14.07.1984 	3.4	18.0	12.7	85	15	2.4
15.07.1984 	5.6	19.3	13.4	82	21	4.3
16.07.1984 	3.5	17.2	11.1	86	7	3.7
17.07.1984 	3.0	15.1	11.6	77	0	2.9
18.07.1984 	3.5	16.1	11.8	83	0	2.9
19.07.1984 	12.1	16.8	13.2	80	1	1.2
20.07.1984 	6.8	17.6	12.5	74	1	2.4
21.07.1984 	0.1	20.6	13.4	72	31	1.9
22.07.1984 	0.1	22.0	9.4	70	33	1.2
23.07.1984 	0.2	21.7	8.0	70	55	0.5
24.07.1984 	0.0	24.6	9.6	66	56	1.2
25.07.1984 	5.4	25.3	10.2	62	72	1.9
26.07.1984 	1.5	18.7	12.6	72	11	3.7
27.07.1984 	2.5	19.4	13.0	72	8	3.7
28.07.1984 	1.7	18.5	14.1	84	2	2.9
29.07.1984 	0.8	28.4	16.0	61	55	1.2
30.07.1984 	2.7	31.3	11.2	56	81	2.9
31.07.1984 	1.4	32.4	20.8	55	80	1.2
01.08.1984 	7.5	25.5	15.2	88	0	1.9
02.08.1984 	0.5	23.5	11.6	75	23	1.2
03.08.1984 	3.5	28.6	15.8	68	73	3.7
04.08.1984 	0.0	22.6	15.9	85	19	1.9
05.08.1984 	0.0	21.6	15.5	74	31	1.9
06.08.1984 	0.0	19.4	13.0	87	18	1.9
07.08.1984 	9.9	22.1	8.3	73	61	0.8
08.08.1984 	0.0	23.6	12.1	68	51	2.4
09.08.1984 	0.0	20.5	14.3	80	3	1.9
10.08.1984 	0.0	18.5	14.9	80	0	3.7
11.08.1984 	0.8	16.3	13.8	91	0	1.9
12.08.1984 	0.0	19.3	13.4	87	0	0.8
13.08.1984 	0.0	24.0	11.3	81	53	1.2
14.08.1984 	0.0	25.4	12.4	81	48	1.2
15.08.1984 	1.3	24.4	12.4	73	65	0.8
16.08.1984 	13.5	24.0	11.6	76	57	0.8
17.08.1984 	0.0	24.5	11.2	72	54	0.5
18.08.1984 	0.0	24.3	10.8	63	65	0.8
19.08.1984 	0.0	26.4	12.7	65	57	1.2
20.08.1984 	0.6	26.2	11.2	71	59	1.2
21.08.1984 	1.7	26.7	12.4	69	74	1.2
22.08.1984 	1.4	28.0	12.3	59	82	1.2
23.08.1984 	0.3	29.0	12.1	62	85	1.2
24.08.1984 	3.1	27.4	12.4	63	59	2.4
25.08.1984 	0.5	19.8	16.5	89	0	2.4
26.08.1984 	0.0	22.3	14.6	83	18	1.2
27.08.1984 	0.0	23.7	13.6	80	22	0.5
28.08.1984 	0.0	24.5	13.4	78	40	0.8
29.08.1984 	0.0	24.4	10.2	71	68	1.2
30.08.1984 	3.0	21.8	14.0	74	8	1.9
31.08.1984 	0.0	22.7	13.8	73	43	2.4
01.09.1984 	0.0	25.7	15.9	68	74	2.4
02.09.1984 	7.0	25.1	13.5	72	67	0.5
03.09.1984 	3.6	22.8	16.6	69	34	4.3
04.09.1984 	0.8	19.2	15.0	84	2	3.7
05.09.1984 	9.5	16.0	9.8	74	19	1.9
06.09.1984 	0.0	12.1	7.3	91	1	0.8
07.09.1984 	0.0	10.4	8.5	93	0	3.7
08.09.1984 	0.5	12.2	8.7	89	0	5.0
09.09.1984 	0.5	13.4	10.0	91	0	3.7
10.09.1984 	0.0	13.1	10.0	86	13	5.9
11.09.1984 	0.1	13.7	10.2	83	0	4.3
12.09.1984 	7.8	15.6	11.2	85	1	1.2
13.09.1984 	0.0	21.6	13.5	84	37	0.5
14.09.1984 	0.0	19.7	10.8	90	23	1.2
15.09.1984 	0.0	16.7	14.0	90	0	1.2
16.09.1984 	2.3	15.0	13.1	86	0	2.4
17.09.1984 	0.0	15.6	12.1	85	0	1.2
18.09.1984 	0.0	17.1	12.3	86	0	1.2
19.09.1984 	0.0	16.6	9.5	82	2	3.7
20.09.1984 	7.7	17.0	11.0	77	14	2.9
21.09.1984 	4.5	17.0	11.2	79	36	1.9
22.09.1984 	4.5	13.6	8.5	79	17	1.9
23.09.1984 	0.0	11.6	7.4	92	2	1.9
24.09.1984 	0.0	12.0	8.1	81	11	1.2
25.09.1984 	0.0	12.5	7.0	87	7	2.9
26.09.1984 	0.0	12.0	8.5	79	5	3.7
27.09.1984 	0.7	16.1	8.6	84	54	0.8
28.09.1984 	0.0	17.4	5.4	81	52	0.8
29.09.1984 	0.0	18.2	6.5	91	11	0.5
30.09.1984 	0.0	17.6	10.9	85	5	1.9
01.10.1984 	0.0	18.1	12.4	88	1	2.9
02.10.1984 	0.0	14.5	10.7	75	9	2.9
03.10.1984 	0.0	13.1	8.8	87	7	1.9
04.10.1984 	2.0	13.4	8.6	82	16	1.9
05.10.1984 	1.5	16.8	9.0	84	55	1.2
06.10.1984 	7.9	13.4	10.1	88	5	2.9
07.10.1984 	0.0	13.7	6.0	74	45	2.4
08.10.1984 	0.0	13.5	9.6	85	5	2.9
09.10.1984 	7.6	18.0	11.4	84	17	4.3
10.10.1984 	8.1	17.5	12.5	88	0	1.2
11.10.1984 	4.0	16.5	12.3	88	3	1.2
12.10.1984 	6.7	16.1	7.1	83	42	1.2
13.10.1984 	3.5	15.5	6.9	85	12	0.8
14.10.1984 	1.7	13.2	6.4	86	0	1.2
15.10.1984 	0.4	17.1	11.2	82	41	2.4
16.10.1984 	0.0	16.5	6.6	85	56	0.8
17.10.1984 	0.0	14.6	3.0	80	68	1.9
18.10.1984 	0.1	17.0	10.5	78	21	4.3
19.10.1984 	1.5	16.1	12.2	79	0	5.0
20.10.1984 	4.7	13.7	9.8	76	37	6.7
21.10.1984 	7.4	12.1	5.4	72	70	3.7
22.10.1984 	0.0	11.3	1.9	85	0	3.7
23.10.1984 	0.0	14.7	10.1	85	0	3.7
24.10.1984 	0.0	13.2	8.1	87	15	1.9
25.10.1984 	0.0	17.5	9.4	83	28	3.7
26.10.1984 	1.8	13.4	5.4	82	38	1.9
27.10.1984 	0.0	13.0	3.5	79	68	0.5
28.10.1984 	0.0	11.6	0.4	85	36	1.2
29.10.1984 	0.0	10.1	5.6	89	0	1.9
30.10.1984 	2.0	15.6	5.6	76	82	0.8
31.10.1984 	0.0	6.8	3.4	93	0	0.8
01.11.1984 	0.0	7.1	3.7	97	0	0.8
02.11.1984 	0.0	5.4	3.0	95	0	2.4
03.11.1984 	0.0	6.2	4.0	96	0	2.4
04.11.1984 	0.0	7.1	5.5	89	0	0.5
05.11.1984 	0.0	9.2	4.6	87	0	1.9
06.11.1984 	0.0	9.1	3.5	88	0	1.2
07.11.1984 	0.0	8.0	0.8	92	0	1.2
08.11.1984 	5.4	10.2	2.8	93	0	0.8
09.11.1984 	0.1	10.1	3.5	89	2	0.8
10.11.1984 	7.1	10.6	5.4	90	1	0.8
11.11.1984 	6.1	12.9	4.3	86	27	1.2
12.11.1984 	2.4	10.3	1.0	83	67	1.9
13.11.1984 	3.9	10.7	0.3	77	39	0.8
14.11.1984 	1.3	6.3	-2.2	84	43	0.8
15.11.1984 	2.0	3.8	-0.9	85	0	1.2
16.11.1984 	0.0	4.6	-0.2	84	0	1.9
17.11.1984 	8.8	4.7	1.8	96	0	1.2
18.11.1984 	4.4	7.3	3.1	93	0	2.4
19.11.1984 	2.7	3.3	0.2	94	0	2.4
20.11.1984 	7.6	4.9	2.9	94	0	1.2
21.11.1984 	0.1	7.1	1.5	92	0	3.7
22.11.1984 	0.0	13.7	3.8	96	0	5.9
23.11.1984 	10.0	15.4	10.2	69	60	8.5
24.11.1984 	0.0	15.2	7.6	90	29	6.7
25.11.1984 	1.2	11.2	8.4	82	6	3.7
26.11.1984 	0.0	8.8	4.0	86	0	2.4
27.11.1984 	0.0	6.6	2.1	91	28	2.4
28.11.1984 	0.0	4.3	0.4	93	21	3.7
29.11.1984 	0.0	9.4	2.2	83	39	1.9
30.11.1984 	0.0	5.2	-2.2	88	67	1.9
01.12.1984 	0.0	2.4	-1.6	92	34	0.5
02.12.1984 	0.0	0.3	-3.8	98	0	1.2
03.12.1984 	0.0	2.9	0.0	97	0	0.5
04.12.1984 	0.0	3.7	1.6	90	0	1.2
05.12.1984 	0.0	4.2	3.0	91	0	2.4
06.12.1984 	0.0	3.1	1.9	93	0	3.7
07.12.1984 	0.0	3.3	0.4	98	0	0.5
08.12.1984 	0.1	5.4	0.6	94	0	2.4
09.12.1984 	0.0	7.8	3.5	87	22	2.9
10.12.1984 	0.0	7.0	2.8	76	0	3.7
11.12.1984 	0.0	6.6	4.7	85	0	1.9
12.12.1984 	0.1	7.9	2.5	86	28	1.2
13.12.1984 	4.1	6.4	-0.1	83	51	1.9
14.12.1984 	6.3	3.2	-0.3	97	0	1.2
15.12.1984 	12.9	3.6	0.5	92	0	1.9
16.12.1984 	8.1	3.3	2.3	93	0	1.9
17.12.1984 	1.1	4.7	2.0	94	0	2.4
18.12.1984 	0.0	4.8	2.5	97	0	2.4
19.12.1984 	0.0	2.9	-0.3	90	6	4.3
20.12.1984 	0.0	6.4	2.9	93	0	5.0
21.12.1984 	0.0	7.6	2.8	88	28	5.9
22.12.1984 	0.1	4.9	-0.5	91	23	1.2
23.12.1984 	0.3	2.5	-0.8	84	0	2.4
24.12.1984 	0.0	4.5	1.2	67	0	2.9
25.12.1984 	0.0	1.2	-0.4	95	0	0.5
26.12.1984 	0.0	2.1	-1.6	93	0	2.4
27.12.1984 	3.7	2.6	0.9	90	0	0.5
28.12.1984 	0.9	1.9	-0.6	78	0	1.2
29.12.1984 	0.0	-0.6	-3.4	88	0	0.1
30.12.1984 	1.1	0.1	-3.6	82	60	0.8
31.12.1984 	7.6	-1.3	-6.3	89	24	2.4
01.01.1985 	1.5	2.5	-3.1	96	0	2.9
02.01.1985 	3.5	0.4	-6.6	87	0	3.7
03.01.1985 	3.2	-2.2	-6.6	77	33	2.4
04.01.1985 	0.4	-4.9	-13.8	81	79	1.2
05.01.1985 	0.4	-6.6	-11.2	82	47	2.4
06.01.1985 	0.4	-8.3	-12.9	86	43	2.4
07.01.1985 	0.0	-9.4	-12.7	85	0	2.9
08.01.1985 	7.4	-6.9	-13.7	85	56	0.8
09.01.1985 	1.3	-9.8	-12.4	89	0	3.7
10.01.1985 	0.0	-6.6	-9.8	86	4	0.5
11.01.1985 	0.0	-8.3	-12.6	94	0	0.1
12.01.1985 	0.0	-7.8	-12.3	92	0	1.2
13.01.1985 	5.0	-6.7	-14.4	82	52	2.9
14.01.1985 	6.4	-7.5	-13.7	83	62	3.7
15.01.1985 	0.2	-7.5	-12.0	85	0	2.4
16.01.1985 	0.0	-5.3	-9.6	91	0	1.9
17.01.1985 	0.0	-4.8	-10.0	92	0	0.8
18.01.1985 	0.9	-5.8	-11.0	91	7	0.8
19.01.1985 	0.1	-3.0	-8.6	91	0	0.8
20.01.1985 	6.4	-1.4	-5.0	93	0	0.5
21.01.1985 	2.9	4.5	-1.4	92	0	3.7
22.01.1985 	14.2	6.6	2.8	94	0	4.3
23.01.1985 	1.6	6.6	-0.4	88	0	1.2
24.01.1985 	2.4	2.9	-1.4	69	65	5.0
25.01.1985 	2.8	3.2	0.0	78	0	4.3
26.01.1985 	2.0	8.4	-0.2	85	21	2.9
27.01.1985 	5.5	3.7	-3.1	71	48	2.9
28.01.1985 	0.3	0.3	-6.2	74	17	2.9
29.01.1985 	0.0	3.9	-1.4	87	1	2.9
30.01.1985 	8.6	8.6	2.6	86	28	2.9
31.01.1985 	11.3	8.3	1.4	89	0	4.3
01.02.1985 	0.6	9.8	4.8	89	0	5.9
02.02.1985 	2.6	9.7	7.4	65	12	9.3
03.02.1985 	2.3	7.4	-0.4	60	71	1.2
04.02.1985 	1.4	4.9	-4.9	68	83	0.8
05.02.1985 	3.4	6.2	-6.0	73	80	0.1
06.02.1985 	3.5	3.8	-3.0	91	0	1.2
07.02.1985 	5.2	2.9	-1.2	59	70	3.7
08.02.1985 	2.2	-0.6	-4.2	65	0	2.4
09.02.1985 	4.3	-3.9	-6.8	87	0	3.7
10.02.1985 	7.2	-6.2	-12.2	74	87	2.4
11.02.1985 	0.0	-6.9	-12.8	70	82	2.9
12.02.1985 	0.0	-5.5	-16.7	65	88	1.9
13.02.1985 	0.0	-2.5	-17.6	74	81	0.8
14.02.1985 	0.0	-1.0	-13.6	71	51	1.2
15.02.1985 	0.8	-5.0	-13.6	66	85	1.9
16.02.1985 	1.3	0.0	-12.8	73	87	1.2
17.02.1985 	0.3	2.0	-12.8	75	50	1.9
18.02.1985 	0.0	-2.6	-11.8	70	83	1.2
19.02.1985 	0.1	-1.2	-16.6	63	90	0.8
20.02.1985 	0.0	-0.4	-17.4	55	71	0.8
21.02.1985 	1.8	1.1	-4.5	67	0	1.9
22.02.1985 	0.4	1.8	-2.0	77	16	0.5
23.02.1985 	0.2	2.9	-7.9	80	31	1.9
24.02.1985 	0.1	10.3	0.8	74	81	0.8
25.02.1985 	0.0	9.9	-2.8	78	62	1.2
26.02.1985 	2.0	8.9	-0.4	81	25	0.5
27.02.1985 	6.6	9.1	-1.6	90	12	0.5
28.02.1985 	0.2	5.2	0.0	98	8	0.8
01.03.1985 	0.0	7.1	-1.0	88	20	1.9
02.03.1985 	0.6	7.3	1.5	93	3	2.4
03.03.1985 	4.1	9.4	2.2	79	38	2.9
04.03.1985 	0.0	8.8	3.4	79	2	2.4
05.03.1985 	5.3	9.6	1.7	86	1	1.2
06.03.1985 	0.1	7.6	4.4	91	0	1.2
07.03.1985 	0.0	6.7	3.5	87	0	1.2
08.03.1985 	0.1	10.5	-0.9	70	74	1.2
09.03.1985 	1.6	7.2	3.2	79	0	1.2
10.03.1985 	4.1	7.1	-2.6	72	49	0.8
11.03.1985 	3.5	3.1	0.2	93	0	0.8
12.03.1985 	11.0	7.9	-1.4	70	79	2.4
13.03.1985 	5.7	10.2	-2.6	77	66	1.2
14.03.1985 	5.1	2.3	-1.7	96	0	1.9
15.03.1985 	1.8	4.3	-1.1	88	14	2.9
16.03.1985 	0.0	2.7	0.0	96	0	1.9
17.03.1985 	0.0	2.0	0.3	91	0	2.4
18.03.1985 	0.0	0.9	-1.7	72	2	6.7
19.03.1985 	10.0	2.1	-2.4	84	6	1.2
20.03.1985 	5.5	4.3	-0.2	80	4	1.9
21.03.1985 	0.5	9.2	-2.9	69	61	1.9
22.03.1985 	4.6	12.6	0.5	68	51	2.9
23.03.1985 	1.9	10.3	2.6	77	39	3.7
24.03.1985 	17.9	9.0	3.9	87	24	2.4
25.03.1985 	8.3	12.0	2.4	66	54	2.9
26.03.1985 	1.7	10.9	6.8	82	6	5.9
27.03.1985 	2.3	8.2	3.1	89	2	5.0
28.03.1985 	2.3	6.2	-0.9	80	54	4.3
29.03.1985 	0.0	6.4	1.0	76	2	5.9
30.03.1985 	15.6	12.6	4.4	57	4	4.3
31.03.1985 	0.4	11.0	8.0	89	4	1.9
01.04.1985 	0.0	18.2	6.2	79	7	3.7
02.04.1985 	0.0	15.1	10.8	59	36	5.9
03.04.1985 	0.0	18.7	8.1	72	46	1.9
04.04.1985 	0.6	22.7	6.6	50	71	2.9
05.04.1985 	0.0	21.8	11.8	53	48	2.4
06.04.1985 	0.0	15.2	9.2	69	23	3.7
07.04.1985 	1.8	14.6	6.9	75	50	4.3
08.04.1985 	2.6	14.8	8.6	63	63	5.0
09.04.1985 	0.0	14.6	6.4	70	22	2.4
10.04.1985 	0.0	12.8	3.4	79	14	1.9
11.04.1985 	3.0	11.0	4.4	87	15	2.9
12.04.1985 	0.2	7.4	4.3	81	0	6.7
13.04.1985 	0.0	13.7	3.6	77	53	5.0
14.04.1985 	0.0	8.7	4.4	83	1	5.9
15.04.1985 	0.8	11.0	4.3	93	45	5.0
16.04.1985 	7.8	11.6	4.4	91	0	1.9
17.04.1985 	0.0	15.0	0.7	70	73	0.8
18.04.1985 	0.0	17.2	1.5	56	85	1.2
19.04.1985 	1.9	18.6	2.6	57	81	1.9
20.04.1985 	0.0	18.4	3.6	64	60	1.9
21.04.1985 	0.0	20.3	4.8	66	68	2.9
22.04.1985 	0.0	18.5	9.0	70	5	2.4
23.04.1985 	0.0	12.4	4.2	75	36	4.3
24.04.1985 	0.0	12.2	0.2	53	83	2.4
25.04.1985 	0.0	7.2	2.3	77	0	2.4
26.04.1985 	1.3	7.6	-2.2	70	43	1.9
27.04.1985 	4.2	6.7	-1.0	85	0	4.3
28.04.1985 	0.0	7.4	0.4	89	52	6.7
29.04.1985 	0.0	8.2	1.5	78	49	5.0
30.04.1985 	0.0	13.0	1.9	62	80	3.7
01.05.1985 	2.1	10.9	6.8	74	13	5.9
02.05.1985 	1.1	9.4	3.5	84	10	6.7
03.05.1985 	0.3	10.5	3.1	64	10	2.4
04.05.1985 	0.0	11.4	4.0	76	14	1.9
05.05.1985 	0.0	14.4	3.4	68	24	2.4
06.05.1985 	0.0	18.9	6.8	63	81	2.4
07.05.1985 	0.0	22.0	12.1	65	34	2.9
08.05.1985 	0.0	20.8	12.1	60	68	3.7
09.05.1985 	0.0	19.4	6.4	70	52	1.9
10.05.1985 	0.0	15.9	10.3	78	1	1.2
11.05.1985 	0.0	19.3	9.0	77	21	3.7
12.05.1985 	0.0	22.9	10.2	74	48	4.3
13.05.1985 	0.0	23.0	11.6	82	22	2.4
14.05.1985 	0.0	19.5	12.9	72	52	1.9
15.05.1985 	0.4	19.9	6.2	77	27	1.9
16.05.1985 	0.7	22.9	8.7	60	79	2.4
17.05.1985 	3.1	22.2	10.5	55	81	2.4
18.05.1985 	16.6	23.4	9.5	59	82	2.9
19.05.1985 	0.1	21.4	13.6	75	21	1.9
20.05.1985 	0.0	23.3	13.0	75	32	0.8
21.05.1985 	0.0	18.8	11.7	89	11	1.9
22.05.1985 	0.0	12.6	10.0	95	0	3.7
23.05.1985 	0.0	15.6	9.5	86	57	2.4
24.05.1985 	0.0	19.2	8.9	72	17	1.2
25.05.1985 	0.2	25.1	8.4	67	75	0.8
26.05.1985 	18.5	28.3	11.3	61	90	1.2
27.05.1985 	0.0	28.4	13.1	70	55	1.2
28.05.1985 	0.0	21.0	13.8	86	10	1.2
29.05.1985 	1.4	15.4	12.2	85	0	2.4
30.05.1985 	1.5	20.7	10.9	55	62	2.9
31.05.1985 	1.1	23.6	9.9	54	88	1.9
01.06.1985 	0.6	23.1	13.4	51	84	2.4
02.06.1985 	0.0	24.6	10.1	47	82	2.4
03.06.1985 	0.0	26.2	10.1	44	91	2.9
04.06.1985 	0.0	27.0	12.2	53	89	1.2
05.06.1985 	2.9	25.1	15.6	64	46	1.2
06.06.1985 	0.2	25.0	14.2	74	44	0.8
07.06.1985 	0.1	20.8	14.4	74	35	3.7
08.06.1985 	0.4	14.4	7.9	73	23	3.7
09.06.1985 	0.0	13.0	5.2	79	22	2.9
10.06.1985 	3.5	13.3	7.1	78	25	2.4
11.06.1985 	0.0	14.5	7.6	76	14	2.9
12.06.1985 	0.0	15.9	9.6	75	25	4.3
13.06.1985 	0.0	13.1	7.1	75	6	5.0
14.06.1985 	0.0	17.1	6.9	69	11	1.9
15.06.1985 	0.0	14.9	8.2	58	65	5.0
16.06.1985 	0.0	15.6	3.5	63	34	0.8
17.06.1985 	0.0	15.2	8.5	59	41	4.3
18.06.1985 	0.0	17.1	5.5	68	10	1.2
19.06.1985 	0.0	20.4	7.6	55	23	0.8
20.06.1985 	0.4	16.0	10.8	94	0	5.0
21.06.1985 	0.2	19.1	11.3	70	52	2.4
22.06.1985 	0.0	20.6	12.8	67	44	2.9
23.06.1985 	0.0	18.0	8.4	64	34	2.4
24.06.1985 	0.0	19.2	11.9	80	13	2.4
25.06.1985 	0.0	18.6	12.0	78	20	4.3
26.06.1985 	0.3	15.6	10.5	87	0	2.9
27.06.1985 	0.1	16.5	8.7	84	43	2.4
28.06.1985 	4.2	15.0	10.4	78	0	4.3
29.06.1985 	0.0	17.9	10.4	71	2	1.9
30.06.1985 	8.6	21.1	12.6	67	34	1.9
01.07.1985 	2.3	21.8	13.4	77	28	1.9
02.07.1985 	0.1	21.4	11.5	70	58	1.2
03.07.1985 	4.2	25.1	9.1	56	87	2.4
04.07.1985 	0.0	26.9	12.0	46	90	3.7
05.07.1985 	0.0	27.7	13.4	48	91	1.9
06.07.1985 	0.0	23.9	13.6	81	17	1.9
07.07.1985 	0.0	21.8	9.5	53	86	2.4
08.07.1985 	0.0	18.8	8.7	65	31	2.9
09.07.1985 	0.0	18.2	10.4	80	2	1.9
10.07.1985 	0.0	20.0	10.5	73	31	2.4
11.07.1985 	0.0	22.1	11.4	66	63	0.5
12.07.1985 	3.0	24.6	11.4	57	53	0.8
13.07.1985 	11.8	26.9	10.9	59	84	0.8
14.07.1985 	5.3	31.0	13.0	52	76	2.4
15.07.1985 	11.9	25.3	17.8	57	74	2.9
16.07.1985 	3.5	25.1	11.7	55	63	2.4
17.07.1985 	0.1	25.1	13.0	57	88	1.2
18.07.1985 	0.0	27.2	10.9	55	73	1.2
19.07.1985 	0.0	22.5	15.9	64	52	2.9
20.07.1985 	0.1	21.2	13.7	69	45	3.7
21.07.1985 	2.3	18.6	9.4	78	63	2.4
22.07.1985 	20.3	20.0	8.2	83	6	1.2
23.07.1985 	8.2	19.8	15.4	77	7	2.4
24.07.1985 	0.0	26.1	10.0	70	68	1.2
25.07.1985 	9.0	29.1	11.7	63	86	1.9
26.07.1985 	0.0	27.2	14.5	82	21	0.8
27.07.1985 	0.0	21.6	15.3	71	53	2.9
28.07.1985 	0.4	26.7	11.3	77	37	2.4
29.07.1985 	0.0	20.1	15.0	85	16	2.4
30.07.1985 	0.0	22.0	12.7	63	78	4.3
31.07.1985 	0.0	21.2	14.4	79	30	2.9
01.08.1985 	1.6	23.3	13.0	77	33	1.9
02.08.1985 	0.0	21.1	12.0	63	44	4.3
03.08.1985 	0.0	19.2	14.1	79	29	3.7
04.08.1985 	0.0	19.1	10.8	62	43	4.3
05.08.1985 	0.0	23.5	14.0	71	36	5.0
06.08.1985 	0.0	17.3	12.5	80	10	2.9
07.08.1985 	0.1	17.6	8.6	76	34	2.9
08.08.1985 	0.0	19.5	12.7	83	12	3.7
09.08.1985 	0.0	25.7	10.4	73	65	1.9
10.08.1985 	0.0	20.6	13.2	80	42	2.4
11.08.1985 	0.0	23.9	7.6	65	62	1.9
12.08.1985 	0.0	17.8	15.7	87	0	0.5
13.08.1985 	0.0	25.3	11.5	84	39	1.2
14.08.1985 	0.0	32.2	15.5	70	80	2.9
15.08.1985 	0.0	27.7	16.0	76	60	1.2
16.08.1985 	0.0	22.8	15.4	87	40	1.9
17.08.1985 	0.0	19.3	12.0	83	37	2.4
18.08.1985 	1.6	18.9	9.6	82	12	1.2
19.08.1985 	0.2	20.5	10.7	89	13	1.9
20.08.1985 	0.5	20.2	13.5	74	48	2.9
21.08.1985 	0.6	23.5	11.2	81	40	0.8
22.08.1985 	0.0	26.1	12.0	80	42	1.9
23.08.1985 	3.4	21.6	11.4	78	76	1.9
24.08.1985 	0.0	23.7	11.0	75	40	2.4
25.08.1985 	0.0	17.3	12.8	76	1	1.2
26.08.1985 	0.8	19.5	9.0	73	62	2.4
27.08.1985 	0.1	20.4	11.8	73	57	1.9
28.08.1985 	0.0	23.1	6.2	73	87	0.5
29.08.1985 	0.0	25.0	8.1	71	87	0.8
30.08.1985 	0.0	25.1	9.7	69	83	0.8
31.08.1985 	11.4	25.7	9.6	66	54	1.9
01.09.1985 	0.0	21.2	14.6	61	62	2.4
02.09.1985 	11.0	20.4	10.0	64	74	1.2
03.09.1985 	0.1	17.0	11.0	84	17	2.9
04.09.1985 	5.2	16.9	12.5	85	17	3.7
05.09.1985 	0.0	17.8	12.1	87	3	2.4
06.09.1985 	0.0	14.7	8.7	72	64	4.3
07.09.1985 	0.0	14.8	4.8	66	50	5.0
08.09.1985 	0.0	12.7	9.2	89	0	2.4
09.09.1985 	0.0	16.0	8.2	75	56	1.9
10.09.1985 	0.0	19.4	2.9	74	84	0.5
11.09.1985 	1.7	22.3	6.2	80	72	0.5
12.09.1985 	2.7	21.5	8.9	82	53	0.5
13.09.1985 	12.3	22.3	7.6	84	37	0.8
14.09.1985 	1.4	17.3	12.2	84	14	1.9
15.09.1985 	3.2	14.7	9.9	87	11	1.2
16.09.1985 	0.0	15.0	6.9	77	7	2.4
17.09.1985 	0.0	18.2	12.4	86	1	5.9
18.09.1985 	0.0	23.0	13.4	83	55	0.8
19.09.1985 	0.0	27.1	9.7	70	83	2.4
20.09.1985 	0.0	23.2	12.5	83	52	1.2
21.09.1985 	0.0	25.3	13.2	78	51	1.9
22.09.1985 	6.7	23.8	16.6	79	20	2.9
23.09.1985 	0.3	22.8	15.2	84	44	0.8
24.09.1985 	0.7	21.0	10.2	80	59	0.5
25.09.1985 	0.0	21.0	10.5	79	57	1.2
26.09.1985 	0.0	19.4	7.1	77	59	0.8
27.09.1985 	4.6	22.9	7.0	74	84	0.5
28.09.1985 	0.0	22.1	7.4	77	67	1.2
29.09.1985 	0.0	20.8	8.4	75	65	0.8
30.09.1985 	0.0	22.1	4.8	73	83	0.5
01.10.1985 	0.0	22.9	7.2	74	69	0.8
02.10.1985 	0.0	20.8	9.9	87	25	2.4
03.10.1985 	0.0	24.5	14.0	68	64	2.4
04.10.1985 	1.1	25.9	13.1	70	67	1.2
05.10.1985 	15.3	18.6	12.7	93	0	1.9
06.10.1985 	5.9	18.4	11.1	88	34	0.8
07.10.1985 	0.2	16.7	9.3	94	2	1.9
08.10.1985 	5.0	14.0	8.3	82	60	2.9
