Date	Rain mm/day	Tmax degC	Tmin degC	rHmean %	sunshine %	Windspeed m/s
07.06.1998 	0.9	22.9	15.5	91	2	1.9
08.06.1998 	0.0	21.6	11.9	66	54	2.9
09.06.1998 	9.8	19.8	11.5	80	2	3.7
10.06.1998 	1.4	20.9	15.5	83	10	2.9
11.06.1998 	0.0	19.5	10.4	75	38	1.9
12.06.1998 	0.0	13.8	9.2	85	0	4.3
13.06.1998 	0.1	16.3	5.7	72	44	1.2
14.06.1998 	4.8	16.9	5.6	75	19	2.9
15.06.1998 	9.1	18.0	9.2	81	19	1.9
16.06.1998 	4.3	19.1	11.2	82	12	2.9
17.06.1998 	0.0	18.7	11.5	77	16	3.7
18.06.1998 	0.0	18.5	10.9	82	8	1.9
19.06.1998 	0.0	24.5	13.2	76	18	0.8
20.06.1998 	0.0	28.0	13.1	67	79	0.8
21.06.1998 	0.0	32.3	14.7	62	84	1.9
22.06.1998 	0.0	26.6	16.7	56	63	4.3
23.06.1998 	0.0	22.4	11.3	68	56	2.4
24.06.1998 	0.0	23.7	14.7	70	30	1.2
25.06.1998 	0.0	29.2	13.2	68	63	1.9
26.06.1998 	0.0	23.8	13.1	68	41	0.8
27.06.1998 	0.0	25.3	16.3	63	35	2.4
28.06.1998 	0.0	21.9	12.0	60	52	2.9
29.06.1998 	11.6	20.7	11.5	64	15	1.9
30.06.1998 	0.0	20.9	13.5	82	12	2.9
01.07.1998 	0.0	22.7	13.6	63	60	3.7
02.07.1998 	0.0	21.1	10.0	64	56	1.9
03.07.1998 	0.0	22.8	10.9	65	50	3.7
04.07.1998 	0.0	18.6	12.8	72	7	2.9
05.07.1998 	1.4	22.6	13.5	80	9	4.3
06.07.1998 	0.2	16.6	14.7	86	0	3.7
07.07.1998 	0.0	17.4	11.7	73	5	2.9
08.07.1998 	0.0	15.9	9.7	84	3	2.9
09.07.1998 	6.5	16.4	9.1	84	2	1.9
10.07.1998 	0.1	20.8	14.4	81	1	1.2
11.07.1998 	1.7	22.2	14.3	66	18	4.3
12.07.1998 	25.0	20.3	12.4	83	0	5.0
13.07.1998 	15.6	20.2	13.1	84	3	2.9
14.07.1998 	3.8	19.3	10.3	72	52	4.3
15.07.1998 	0.1	19.8	9.2	71	44	2.9
16.07.1998 	1.5	14.8	11.6	90	1	1.9
17.07.1998 	6.9	21.3	12.2	82	8	1.2
18.07.1998 	0.0	21.2	13.8	62	48	3.7
19.07.1998 	0.3	25.3	9.8	67	75	1.9
20.07.1998 	0.0	34.1	12.9	58	79	1.9
21.07.1998 	0.0	30.8	19.0	52	51	3.7
22.07.1998 	0.0	27.1	14.2	64	60	1.2
23.07.1998 	0.0	27.7	14.7	69	35	2.9
24.07.1998 	0.0	25.6	13.5	65	63	2.4
25.07.1998 	0.0	24.6	12.0	57	61	1.9
26.07.1998 	0.0	25.8	11.1	58	51	2.4
27.07.1998 	0.0	27.0	14.6	65	30	0.8
28.07.1998 	0.0	21.4	15.1	77	4	1.9
29.07.1998 	0.0	17.7	13.9	91	0	1.9
30.07.1998 	0.0	23.1	15.5	66	59	3.7
31.07.1998 	0.0	23.2	9.8	58	64	2.9
01.08.1998 	0.0	25.6	10.5	69	47	1.9
02.08.1998 	2.2	18.9	14.6	90	1	1.2
03.08.1998 	6.9	24.2	13.9	75	39	0.8
04.08.1998 	0.3	22.1	12.5	79	19	2.9
05.08.1998 	5.2	23.6	9.3	72	50	1.2
06.08.1998 	1.5	27.2	9.6	65	81	1.9
07.08.1998 	1.9	30.6	11.6	56	88	1.2
08.08.1998 	0.0	34.6	13.6	54	93	1.2
09.08.1998 	0.8	27.8	16.6	56	95	2.4
10.08.1998 	0.0	32.6	12.2	49	94	0.8
11.08.1998 	0.4	36.7	15.9	49	90	1.2
12.08.1998 	0.0	35.0	17.3	54	58	2.4
13.08.1998 	0.0	24.9	15.3	58	59	3.7
14.08.1998 	0.0	26.1	10.8	57	66	1.9
15.08.1998 	0.7	30.3	12.0	57	72	0.8
16.08.1998 	0.0	27.9	15.5	60	66	1.2
17.08.1998 	3.4	29.2	11.7	50	87	2.4
18.08.1998 	1.9	28.7	10.5	57	79	1.2
19.08.1998 	0.5	26.3	13.8	60	80	1.9
20.08.1998 	0.0	28.1	10.4	55	78	1.9
21.08.1998 	0.0	18.9	14.3	78	0	5.0
22.08.1998 	0.0	18.5	10.9	80	5	3.7
23.08.1998 	0.0	18.1	9.8	71	9	2.9
24.08.1998 	0.0	17.2	12.1	84	8	3.7
25.08.1998 	0.0	16.9	9.7	69	16	1.9
26.08.1998 	0.0	22.6	10.9	71	26	2.9
27.08.1998 	0.0	15.5	9.7	77	29	2.4
28.08.1998 	0.0	14.1	9.0	76	10	2.4
29.08.1998 	1.8	16.2	9.3	73	1	2.9
30.08.1998 	0.0	19.2	10.3	65	18	0.8
31.08.1998 	0.0	20.6	9.7	73	73	0.8
01.09.1998 	1.3	20.9	7.3	74	32	1.9
02.09.1998 	2.1	17.7	11.4	91	1	0.8
03.09.1998 	2.3	18.8	14.5	96	0	1.9
04.09.1998 	0.6	19.1	14.7	84	2	1.2
05.09.1998 	2.5	18.4	13.9	85	0	2.9
06.09.1998 	4.9	18.3	11.6	89	2	2.4
07.09.1998 	0.0	21.4	12.4	82	35	1.9
08.09.1998 	0.4	20.8	13.8	83	23	2.4
09.09.1998 	1.0	23.1	16.1	76	22	2.9
10.09.1998 	2.9	22.4	15.6	77	20	2.9
11.09.1998 	1.1	19.3	13.5	81	9	1.9
12.09.1998 	4.6	15.1	8.3	94	5	1.9
13.09.1998 	2.9	13.0	7.3	80	23	3.7
14.09.1998 	1.7	11.8	7.4	91	0	5.0
15.09.1998 	12.9	14.7	9.7	84	1	5.9
16.09.1998 	1.3	16.4	11.3	72	16	5.0
17.09.1998 	0.0	14.8	8.9	88	6	4.3
18.09.1998 	6.3	14.9	9.1	79	6	0.8
19.09.1998 	9.4	14.5	6.7	88	0	0.5
20.09.1998 	0.2	19.4	9.3	78	60	1.2
21.09.1998 	0.0	19.9	7.5	78	89	1.2
22.09.1998 	0.0	19.1	8.7	75	84	3.7
23.09.1998 	5.1	19.9	8.0	78	88	1.9
24.09.1998 	0.0	21.2	7.9	84	73	0.8
25.09.1998 	4.5	21.7	8.2	82	56	0.5
26.09.1998 	0.4	20.6	11.0	88	9	1.2
27.09.1998 	0.0	18.7	13.2	84	20	2.4
28.09.1998 	3.4	16.4	12.5	91	0	2.4
29.09.1998 	0.3	17.7	11.8	91	15	1.2
30.09.1998 	12.2	16.0	9.2	96	3	1.2
01.10.1998 	3.0	15.4	10.0	89	9	1.9
02.10.1998 	2.1	10.0	3.0	96	0	2.4
03.10.1998 	0.0	6.5	3.2	98	0	1.2
04.10.1998 	0.0	9.0	5.8	89	7	1.2
05.10.1998 	2.5	12.5	5.9	90	0	1.9
06.10.1998 	0.1	8.7	5.5	88	0	2.9
07.10.1998 	6.1	8.9	5.7	95	0	0.8
08.10.1998 	0.0	11.4	7.4	90	1	1.9
09.10.1998 	0.0	15.1	4.7	84	48	1.9
10.10.1998 	0.0	10.8	9.6	87	0	3.7
11.10.1998 	0.0	11.3	9.1	89	0	4.3
12.10.1998 	0.0	11.7	7.1	90	15	4.3
13.10.1998 	0.0	13.9	6.4	77	27	2.9
14.10.1998 	0.0	15.4	9.2	91	0	4.3
15.10.1998 	0.0	17.0	8.6	80	55	1.9
16.10.1998 	0.0	13.4	3.5	86	15	2.4
17.10.1998 	0.0	18.1	10.3	83	19	3.7
18.10.1998 	0.0	11.9	6.6	78	39	2.4
19.10.1998 	0.2	11.8	4.9	78	69	2.4
20.10.1998 	6.6	9.2	3.7	90	13	1.9
21.10.1998 	0.0	14.5	3.7	74	55	3.7
22.10.1998 	8.9	14.2	9.3	87	0	3.7
23.10.1998 	1.3	15.1	10.6	84	0	5.0
24.10.1998 	2.6	13.1	8.9	84	21	4.3
25.10.1998 	0.0	13.4	6.4	71	34	6.7
26.10.1998 	2.1	9.5	4.8	90	23	2.4
27.10.1998 	5.3	12.5	4.4	87	0	5.0
28.10.1998 	0.0	16.4	9.8	87	0	9.3
29.10.1998 	0.0	10.9	6.0	86	20	5.0
30.10.1998 	2.0	9.1	3.3	83	20	2.9
31.10.1998 	0.0	7.9	2.9	87	2	3.7
01.11.1998 	0.0	10.3	4.8	88	12	2.9
02.11.1998 	0.0	8.2	2.9	80	31	2.4
03.11.1998 	0.1	12.1	5.5	72	31	5.0
04.11.1998 	0.1	9.0	5.3	81	10	4.3
05.11.1998 	2.1	7.6	2.6	73	56	4.3
06.11.1998 	10.0	8.9	4.9	86	13	2.9
07.11.1998 	11.4	6.0	1.4	92	0	1.2
08.11.1998 	0.0	6.2	1.8	94	0	2.9
09.11.1998 	0.0	11.8	6.2	96	0	2.4
10.11.1998 	0.0	13.2	7.2	84	22	1.9
11.11.1998 	5.0	8.0	1.7	86	20	2.4
12.11.1998 	0.0	4.1	-0.2	92	0	1.2
13.11.1998 	0.0	6.4	0.4	93	2	3.7
14.11.1998 	0.0	5.4	0.3	97	0	1.9
15.11.1998 	0.0	5.4	0.5	96	0	1.9
16.11.1998 	0.0	5.2	1.2	87	2	2.9
17.11.1998 	0.0	3.2	0.6	74	15	2.9
18.11.1998 	0.0	3.6	-1.8	88	19	2.4
19.11.1998 	0.0	3.3	-2.6	81	33	1.9
20.11.1998 	0.4	1.8	-4.7	82	73	1.2
21.11.1998 	9.2	0.7	-7.0	82	94	2.4
22.11.1998 	0.1	-2.3	-9.1	80	88	2.9
23.11.1998 	4.2	-1.5	-8.1	87	0	1.2
24.11.1998 	9.6	0.2	-1.8	88	0	0.5
25.11.1998 	10.4	0.3	-1.1	84	0	1.9
26.11.1998 	3.1	2.5	-3.2	88	29	2.4
27.11.1998 	0.1	3.2	0.1	98	0	1.2
28.11.1998 	13.3	3.2	1.7	98	0	2.4
29.11.1998 	11.7	1.9	0.7	83	0	1.9
30.11.1998 	2.4	1.3	0.1	85	0	2.4
01.12.1998 	0.2	1.2	-4.3	77	24	3.7
02.12.1998 	0.1	-0.6	-4.4	83	36	1.9
03.12.1998 	4.7	-1.0	-3.9	83	0	1.9
04.12.1998 	0.4	-0.7	-2.3	90	0	2.4
05.12.1998 	0.0	1.4	-0.7	91	14	4.3
06.12.1998 	0.0	1.4	-1.8	87	14	3.7
07.12.1998 	0.0	1.6	-3.0	82	23	1.9
08.12.1998 	0.0	-3.0	-11.6	95	5	0.1
09.12.1998 	0.0	-1.2	-3.5	93	0	2.4
10.12.1998 	0.0	-0.8	-2.8	93	0	0.8
11.12.1998 	0.0	0.3	-1.8	96	0	0.8
12.12.1998 	0.0	3.7	0.1	98	0	3.7
13.12.1998 	0.0	9.0	3.7	73	20	6.7
14.12.1998 	0.0	9.3	4.5	92	0	2.4
15.12.1998 	0.0	9.8	6.8	91	0	2.4
16.12.1998 	0.1	8.7	1.5	85	33	1.9
17.12.1998 	0.0	2.7	-1.1	98	0	1.2
18.12.1998 	1.5	3.7	-2.7	98	0	2.9
19.12.1998 	0.5	6.6	3.7	81	35	5.0
20.12.1998 	2.8	5.3	-0.2	86	10	2.4
21.12.1998 	1.0	2.8	-1.4	87	21	2.9
22.12.1998 	0.0	1.9	-0.8	90	0	2.4
23.12.1998 	2.2	2.5	-2.4	91	0	1.9
24.12.1998 	4.8	2.0	-2.6	86	0	2.9
25.12.1998 	0.4	3.1	-0.3	91	0	3.7
26.12.1998 	3.8	9.8	3.0	79	17	3.7
27.12.1998 	3.0	11.4	7.1	79	0	5.0
28.12.1998 	5.0	12.4	7.4	72	26	3.7
29.12.1998 	0.8	7.4	-0.8	98	31	1.9
30.12.1998 	0.2	5.4	-3.3	91	82	0.8
31.12.1998 	0.0	3.0	-3.7	93	14	1.9
01.01.1999 	0.1	-0.5	-2.2	99	0	0.8
02.01.1999 	0.0	2.7	-2.6	92	6	2.4
03.01.1999 	0.0	6.8	1.8	87	9	5.9
04.01.1999 	0.0	12.8	5.2	86	0	4.3
05.01.1999 	0.2	15.5	9.1	84	47	3.7
06.01.1999 	0.1	10.7	1.9	91	64	0.8
07.01.1999 	0.0	10.7	3.5	89	0	2.9
08.01.1999 	0.0	7.4	3.3	80	25	4.3
09.01.1999 	0.0	4.5	1.8	94	0	1.2
10.01.1999 	0.2	2.5	-0.4	85	0	2.4
11.01.1999 	0.0	0.0	-1.8	83	0	4.3
12.01.1999 	0.0	-0.1	-2.8	82	6	5.0
13.01.1999 	0.0	2.7	-2.9	90	4	3.7
14.01.1999 	0.0	5.3	1.5	90	11	3.7
15.01.1999 	0.2	7.1	2.7	81	0	4.3
16.01.1999 	0.0	10.8	5.4	63	0	4.3
17.01.1999 	0.4	10.4	6.8	70	0	4.3
18.01.1999 	2.7	7.7	3.6	94	16	1.2
19.01.1999 	4.5	8.1	0.6	85	92	3.7
20.01.1999 	0.0	7.7	1.5	88	44	2.9
21.01.1999 	0.0	5.6	-2.1	89	41	0.5
22.01.1999 	2.7	6.7	0.6	89	5	0.5
23.01.1999 	2.2	5.6	-0.6	93	67	1.9
24.01.1999 	1.7	4.4	-0.9	98	0	2.4
25.01.1999 	12.5	11.3	4.4	83	0	4.3
26.01.1999 	10.2	11.2	2.9	82	1	2.9
27.01.1999 	4.5	4.9	2.1	89	1	3.7
28.01.1999 	0.0	3.6	1.2	92	0	3.7
29.01.1999 	0.0	2.8	-4.4	78	45	1.9
30.01.1999 	0.0	1.9	-7.1	76	89	2.4
31.01.1999 	0.0	0.3	-5.0	68	65	1.2
01.02.1999 	0.0	0.0	-2.8	98	0	1.2
02.02.1999 	0.0	6.3	-1.2	91	29	0.1
03.02.1999 	0.0	5.6	2.0	87	0	2.4
04.02.1999 	0.8	8.6	5.0	94	0	5.0
05.02.1999 	0.0	8.8	1.5	72	24	8.5
06.02.1999 	2.0	4.5	1.0	76	26	5.0
07.02.1999 	2.1	3.0	-1.1	88	6	5.0
08.02.1999 	11.3	1.9	-2.2	77	61	4.3
09.02.1999 	1.9	1.3	-7.0	85	45	0.8
10.02.1999 	3.7	0.2	-6.1	86	4	1.2
11.02.1999 	17.8	1.3	-5.4	83	17	1.9
12.02.1999 	8.4	-0.7	-8.3	77	89	1.9
13.02.1999 	0.0	-0.7	-9.0	81	0	2.9
14.02.1999 	0.0	2.9	-4.7	75	70	1.9
15.02.1999 	0.0	2.7	-5.1	82	2	2.4
16.02.1999 	0.0	5.6	0.2	76	21	6.7
17.02.1999 	0.0	3.0	-1.5	85	50	5.9
18.02.1999 	9.4	3.4	-2.9	82	10	1.2
19.02.1999 	5.5	8.1	1.6	97	0	2.4
20.02.1999 	0.0	8.0	4.4	81	13	2.9
21.02.1999 	7.1	6.1	2.7	86	0	4.3
22.02.1999 	6.3	4.3	-0.1	94	9	5.0
23.02.1999 	2.8	4.4	0.3	86	22	5.0
24.02.1999 	7.4	4.5	-0.1	83	48	2.9
25.02.1999 	12.1	3.9	-4.0	85	28	2.4
26.02.1999 	1.4	11.6	1.6	66	48	3.7
27.02.1999 	0.3	9.8	-0.5	78	44	2.4
28.02.1999 	0.0	11.0	4.5	68	38	2.9
01.03.1999 	0.0	9.4	4.3	86	0	5.9
02.03.1999 	0.0	12.2	9.2	90	0	3.7
03.03.1999 	0.0	12.1	8.8	73	20	5.9
04.03.1999 	0.0	9.8	5.5	79	11	2.9
05.03.1999 	1.8	8.9	3.8	74	4	3.7
06.03.1999 	0.6	7.5	3.0	72	20	3.7
07.03.1999 	0.0	5.6	-1.9	75	19	2.9
08.03.1999 	0.0	7.4	1.7	83	20	3.7
09.03.1999 	0.0	7.4	3.2	91	0	2.4
10.03.1999 	0.0	7.0	3.1	87	0	1.2
11.03.1999 	0.0	8.1	-1.3	77	47	2.4
12.03.1999 	3.9	12.9	-1.7	75	89	1.9
13.03.1999 	5.1	17.5	2.0	79	74	1.2
14.03.1999 	0.9	17.0	6.1	81	27	2.4
15.03.1999 	0.0	12.8	1.3	72	82	1.9
16.03.1999 	1.3	7.8	0.4	76	76	2.4
17.03.1999 	5.9	10.3	-1.9	71	78	1.2
18.03.1999 	2.6	10.2	-2.7	69	72	0.8
19.03.1999 	6.7	8.3	4.0	70	26	4.3
20.03.1999 	1.3	8.5	3.2	71	19	3.7
21.03.1999 	0.9	7.3	3.9	86	0	3.7
22.03.1999 	0.0	10.0	3.6	87	6	4.3
23.03.1999 	0.0	7.8	1.4	96	0	2.9
24.03.1999 	0.0	14.1	7.4	79	31	1.9
25.03.1999 	0.0	17.7	0.1	72	62	1.9
26.03.1999 	0.0	15.3	8.2	72	12	2.9
27.03.1999 	0.0	11.8	7.1	77	0	5.0
28.03.1999 	0.0	7.2	3.3	88	0	1.2
29.03.1999 	0.0	13.4	3.4	78	61	1.9
30.03.1999 	0.0	14.3	1.5	80	44	1.9
31.03.1999 	0.0	17.3	0.9	79	65	0.8
01.04.1999 	0.0	19.6	2.9	60	85	2.9
02.04.1999 	0.0	19.4	3.4	59	91	1.9
03.04.1999 	0.0	17.8	2.1	80	70	1.2
04.04.1999 	0.0	15.3	10.6	83	8	2.9
05.04.1999 	0.0	16.7	8.8	77	38	2.9
06.04.1999 	0.0	19.8	11.4	82	27	2.9
07.04.1999 	0.0	13.1	6.9	83	16	3.7
08.04.1999 	0.0	10.9	6.8	78	6	2.9
09.04.1999 	0.0	17.2	4.0	69	90	1.9
10.04.1999 	0.0	18.7	3.0	70	62	1.2
11.04.1999 	0.0	13.5	8.8	71	15	5.0
12.04.1999 	2.4	9.2	5.6	84	1	3.7
13.04.1999 	1.2	10.2	3.9	80	33	2.9
14.04.1999 	1.3	6.8	0.3	86	10	2.9
15.04.1999 	10.6	6.3	0.9	77	0	3.7
16.04.1999 	1.5	9.1	0.7	74	7	1.9
17.04.1999 	9.7	11.9	1.1	83	29	1.2
18.04.1999 	12.1	11.8	2.3	68	53	2.9
19.04.1999 	0.2	10.2	-0.8	90	25	1.9
20.04.1999 	0.0	12.9	0.5	67	51	3.7
21.04.1999 	0.0	17.6	6.9	77	24	2.9
22.04.1999 	0.8	15.3	8.4	67	25	3.7
23.04.1999 	0.2	18.0	5.4	72	44	2.4
24.04.1999 	0.0	15.3	7.9	74	11	1.9
25.04.1999 	1.3	18.6	4.0	76	73	1.9
26.04.1999 	6.1	20.7	7.8	64	58	2.9
27.04.1999 	3.1	17.0	8.3	88	4	1.9
28.04.1999 	0.9	17.4	9.3	79	37	1.9
29.04.1999 	0.5	18.6	5.8	67	92	2.9
30.04.1999 	1.0	22.9	5.2	54	96	2.4
01.05.1999 	3.7	22.1	7.2	59	52	1.9
02.05.1999 	15.5	19.5	7.3	65	86	2.4
03.05.1999 	21.8	22.3	5.2	58	94	2.4
04.05.1999 	0.0	16.5	8.7	50	20	2.9
05.05.1999 	2.3	13.5	9.5	70	0	2.4
06.05.1999 	0.0	10.7	8.2	92	0	1.9
07.05.1999 	0.0	19.1	9.5	79	22	1.2
08.05.1999 	0.0	19.1	12.6	66	30	3.7
09.05.1999 	0.9	21.2	7.4	65	64	0.8
10.05.1999 	1.6	21.0	7.8	90	18	2.9
11.05.1999 	3.5	18.0	8.8	90	16	2.4
12.05.1999 	0.0	18.5	9.9	83	17	2.4
13.05.1999 	3.1	17.0	8.1	78	36	2.9
14.05.1999 	0.0	18.3	8.9	74	34	1.9
15.05.1999 	0.0	16.7	7.8	63	51	2.4
16.05.1999 	0.0	15.4	3.9	71	32	2.4
17.05.1999 	0.0	18.2	5.6	51	72	5.9
18.05.1999 	0.0	23.0	10.9	45	74	3.7
19.05.1999 	0.0	23.6	7.8	73	60	2.4
20.05.1999 	0.0	20.5	10.7	77	23	1.2
21.05.1999 	4.3	21.4	12.2	68	20	2.4
22.05.1999 	3.9	18.0	10.7	72	8	2.4
23.05.1999 	0.0	20.9	5.3	61	78	1.9
24.05.1999 	0.9	21.6	11.7	64	29	1.2
25.05.1999 	0.0	21.5	9.8	65	36	2.4
26.05.1999 	2.3	23.5	7.2	61	84	1.2
27.05.1999 	0.0	27.9	7.3	54	91	2.9
28.05.1999 	0.0	26.8	13.4	70	53	1.9
29.05.1999 	0.0	28.0	13.7	63	65	1.9
30.05.1999 	0.0	30.7	14.6	68	56	1.2
31.05.1999 	0.0	22.4	14.5	73	43	2.9
01.06.1999 	0.0	26.0	9.0	62	69	1.9
02.06.1999 	0.0	29.8	14.7	67	58	2.4
03.06.1999 	0.0	24.4	14.9	68	58	4.3
04.06.1999 	4.8	19.5	13.2	66	33	4.3
05.06.1999 	0.2	16.3	12.0	80	7	2.9
06.06.1999 	0.0	17.7	11.1	76	29	3.7
07.06.1999 	0.0	21.6	6.9	80	38	1.9
08.06.1999 	1.3	17.4	11.6	76	22	2.4
09.06.1999 	2.6	17.9	8.9	65	20	2.4
10.06.1999 	1.0	22.8	7.0	59	53	0.8
11.06.1999 	0.3	20.2	9.8	71	69	3.7
12.06.1999 	0.6	22.0	6.7	65	60	2.4
13.06.1999 	0.8	22.1	10.8	68	21	2.4
14.06.1999 	2.4	24.3	14.2	58	67	1.9
15.06.1999 	0.0	25.0	10.4	55	76	1.9
16.06.1999 	0.0	23.9	11.8	64	26	0.8
17.06.1999 	0.0	26.8	11.0	61	73	2.9
18.06.1999 	0.0	20.1	11.4	56	51	3.7
19.06.1999 	0.3	21.5	8.4	58	57	2.4
20.06.1999 	1.8	23.1	9.8	67	45	3.7
21.06.1999 	0.0	18.6	9.2	71	54	3.7
22.06.1999 	0.0	18.1	9.7	64	40	1.9
23.06.1999 	0.0	20.1	6.3	64	28	1.9
24.06.1999 	0.0	21.5	7.1	63	45	1.9
25.06.1999 	0.0	24.6	8.1	54	86	2.4
26.06.1999 	0.0	26.7	8.8	54	78	2.4
27.06.1999 	0.0	25.0	15.7	81	22	1.9
28.06.1999 	0.0	21.1	12.8	59	32	3.7
29.06.1999 	0.0	22.7	11.8	67	17	2.9
30.06.1999 	1.6	23.7	16.2	77	12	2.9
01.07.1999 	1.1	23.8	13.9	68	36	2.4
02.07.1999 	0.6	27.3	13.3	63	84	1.9
03.07.1999 	0.0	33.4	12.9	57	88	2.4
04.07.1999 	0.3	29.4	18.1	68	48	2.4
05.07.1999 	0.1	28.5	19.3	64	77	2.9
06.07.1999 	0.0	21.3	16.1	94	0	2.4
07.07.1999 	0.0	23.9	14.7	84	27	0.8
08.07.1999 	0.3	21.9	14.7	87	18	1.2
09.07.1999 	12.0	22.2	13.4	69	40	3.7
10.07.1999 	0.3	27.1	15.5	62	43	3.7
11.07.1999 	3.4	27.8	18.2	63	58	2.9
12.07.1999 	14.7	27.9	17.7	79	26	1.9
13.07.1999 	0.8	27.9	17.0	76	26	1.9
14.07.1999 	0.0	22.4	15.5	73	39	5.0
15.07.1999 	10.5	19.4	12.8	74	20	3.7
16.07.1999 	26.6	23.1	12.1	73	46	2.4
17.07.1999 	0.2	26.5	10.3	63	92	1.2
18.07.1999 	0.0	30.2	12.5	58	93	1.2
19.07.1999 	0.0	31.1	15.6	55	75	1.9
20.07.1999 	1.1	28.2	18.8	65	49	3.7
21.07.1999 	0.0	23.9	17.4	56	36	5.0
22.07.1999 	0.0	21.0	13.1	71	26	3.7
23.07.1999 	0.0	17.5	13.0	75	7	2.9
24.07.1999 	1.1	24.4	9.4	73	27	2.4
25.07.1999 	0.1	28.1	13.4	67	51	0.8
26.07.1999 	0.0	26.5	15.0	69	69	3.7
27.07.1999 	0.0	26.0	13.8	60	49	2.9
28.07.1999 	0.0	26.7	12.8	49	95	2.9
29.07.1999 	28.4	27.9	13.3	47	93	2.4
30.07.1999 	18.4	27.9	13.7	48	69	2.4
31.07.1999 	10.3	29.3	12.5	47	61	2.4
01.08.1999 	0.1	29.6	14.3	49	62	1.9
02.08.1999 	3.0	30.3	13.8	42	72	1.2
03.08.1999 	3.5	29.6	13.4	44	60	1.9
04.08.1999 	1.3	29.7	15.4	55	76	1.2
05.08.1999 	0.0	28.0	17.5	79	27	2.4
06.08.1999 	0.0	28.5	15.2	68	62	1.2
07.08.1999 	0.4	26.3	19.0	71	27	2.4
08.08.1999 	6.1	26.5	12.8	73	23	1.9
09.08.1999 	3.6	26.7	14.6	76	55	2.9
10.08.1999 	0.0	23.2	15.6	89	25	2.9
11.08.1999 	0.0	19.7	15.3	75	4	1.2
12.08.1999 	0.0	20.2	9.9	66	30	2.4
13.08.1999 	0.0	22.5	7.4	64	67	1.2
14.08.1999 	0.0	16.9	10.8	87	0	3.7
15.08.1999 	0.0	20.7	13.5	79	31	4.3
16.08.1999 	0.0	19.2	12.8	82	11	2.9
17.08.1999 	0.0	19.8	12.1	69	33	2.9
18.08.1999 	0.0	21.8	9.7	80	20	4.3
19.08.1999 	19.3	21.5	12.6	60	72	4.3
20.08.1999 	0.0	20.3	10.4	72	37	4.3
21.08.1999 	0.0	20.1	11.9	66	57	3.7
22.08.1999 	0.0	20.4	6.8	68	88	1.9
23.08.1999 	11.8	23.7	6.8	62	91	2.4
24.08.1999 	0.0	25.8	9.2	60	51	2.4
25.08.1999 	0.0	28.9	14.6	56	68	2.4
26.08.1999 	4.1	22.5	17.1	86	1	2.9
27.08.1999 	0.3	25.7	16.4	71	37	1.9
28.08.1999 	0.0	22.8	15.4	72	25	3.7
29.08.1999 	0.0	24.2	11.1	68	93	2.4
30.08.1999 	0.0	25.2	10.1	72	57	1.9
31.08.1999 	0.0	22.1	13.6	72	34	2.4
01.09.1999 	0.0	20.5	11.7	76	4	1.9
02.09.1999 	1.9	23.5	9.9	63	97	2.9
03.09.1999 	0.0	25.9	9.7	56	96	2.9
04.09.1999 	0.0	27.7	14.7	64	62	2.4
05.09.1999 	0.0	26.2	11.7	65	93	1.2
06.09.1999 	10.4	23.9	11.0	87	38	0.8
07.09.1999 	0.0	25.6	14.9	79	44	1.2
08.09.1999 	5.6	26.9	14.7	74	82	1.2
09.09.1999 	20.2	28.4	12.7	70	87	0.8
10.09.1999 	0.0	28.8	14.0	71	72	1.9
11.09.1999 	0.0	28.7	13.1	62	96	1.9
12.09.1999 	0.0	30.0	11.6	67	90	0.8
13.09.1999 	0.0	30.4	13.7	63	91	1.9
14.09.1999 	0.0	30.1	13.1	67	91	1.2
15.09.1999 	0.0	29.9	13.4	66	73	2.9
16.09.1999 	0.0	21.5	12.6	62	77	2.4
17.09.1999 	0.0	22.1	6.9	72	42	0.8
18.09.1999 	0.0	20.7	12.0	77	49	1.2
19.09.1999 	0.0	25.9	10.6	69	49	1.9
20.09.1999 	0.0	25.7	14.7	76	38	2.4
21.09.1999 	0.3	20.9	13.2	74	42	2.4
22.09.1999 	0.9	21.0	13.4	91	6	3.7
23.09.1999 	0.0	24.3	16.3	82	40	1.9
24.09.1999 	3.3	24.9	12.0	71	88	2.4
25.09.1999 	4.6	20.8	13.1	95	7	1.2
26.09.1999 	3.7	19.3	13.7	83	17	2.4
27.09.1999 	0.0	19.2	12.9	71	24	2.9
28.09.1999 	0.0	17.8	13.4	87	21	2.9
29.09.1999 	0.0	17.1	12.0	96	0	3.7
30.09.1999 	0.0	16.0	12.8	90	3	3.7
01.10.1999 	0.6	15.9	12.2	73	17	4.3
02.10.1999 	3.7	17.4	13.2	80	0	4.3
03.10.1999 	0.0	14.7	9.0	76	28	2.9
04.10.1999 	8.8	13.8	8.3	86	5	2.4
05.10.1999 	2.6	14.5	5.0	83	20	1.9
06.10.1999 	3.5	11.9	5.1	85	0	2.4
07.10.1999 	0.0	14.7	7.5	82	15	1.2
08.10.1999 	0.0	11.6	7.8	90	0	2.4
09.10.1999 	0.0	14.1	11.4	93	7	3.7
10.10.1999 	0.0	15.2	13.2	87	0	2.4
11.10.1999 	0.6	17.9	12.3	86	11	2.4
12.10.1999 	0.2	16.3	7.3	79	54	1.2
13.10.1999 	0.0	15.3	2.7	81	80	1.9
14.10.1999 	5.9	12.7	2.3	89	10	1.9
