Stationsnummer,Datum,TagesmittelDesLuftdrucks(0.1HPA),Tmax(0.1°C),Tmin(0.1°C),TminErdboden(0.1°C),relLuftfeuchte(%),Windstaerke(o.1BFT),Bedeckungsgrad(0.1Achtel),TagessummeDerSonnenscheindauer(0.1Std),TagesmaxDerWindgeschwindigkeit(0.1M/S) 
02222,19810630,1006.5,18.0,7.9,5.9,69,3.0,7.0,1.8,11.5 
02222,19810701,1003.2,20.2,12.9,12.7,67,2.0,6.7,2.6,9.8 
02222,19810702,999.1,22.5,14.6,13.5,77,1.0,7.0,1.9,5.7 
02222,19810703,998.7,18.9,12.7,14.3,83,3.3,7.0,1.2,11.3 
02222,19810704,1009.0,20.9,10.1,7.3,67,2.0,6.3,6.8,8.7 
02222,19810705,1009.9,23.7,12.1,10.1,73,1.7,7.3,3.8,7.5 
02222,19810706,1011.2,22.6,13.3,11.9,85,0.7,5.0,1.5,7.2 
02222,19810707,1012.0,25.3,11.9,10.6,74,1.0,1.0,11.2,4.6 
02222,19810708,1007.0,28.9,12.1,10.3,66,2.0,0.3,14.7,7.7 
02222,19810709,1002.7,30.8,15.6,13.4,58,1.7,4.3,10.4,9.3 
02222,19810710,1003.4,26.5,15.4,14.4,81,1.7,5.3,4.9,6.9 
02222,19810711,1006.0,24.0,18.0,18.3,75,2.0,7.0,1.5,6.5 
02222,19810712,1007.2,20.9,15.1,13.1,69,2.0,7.0,2.0,8.4 
02222,19810713,1006.7,21.7,14.8,13.8,75,2.0,4.7,6.3,8.7 
02222,19810714,1009.2,22.1,10.7,9.4,74,3.0,6.7,2.8,10.3 
02222,19810715,1009.5,20.2,12.2,11.1,79,1.7,6.7,1.7,7.2 
02222,19810716,1003.5,23.2,14.6,14.3,69,2.3,7.3,3.7,10.7 
02222,19810717,1000.2,19.4,14.0,12.6,63,2.0,6.3,6.1,10.0 
02222,19810718,1002.7,18.6,8.5,6.5,82,0.7,3.3,4.0,10.7 
02222,19810719,1007.1,18.8,7.5,5.6,81,2.3,6.0,2.9,9.3 
02222,19810720,1005.7,19.0,10.3,8.2,81,2.7,7.3,0.1,7.7 
02222,19810721,1002.6,19.6,13.7,13.5,89,2.3,8.0,0.0,9.8 
02222,19810722,997.3,22.5,14.7,14.5,78,2.7,6.0,6.3,9.0 
02222,19810723,996.3,18.7,13.8,13.4,85,2.3,6.7,2.8,9.3 
02222,19810724,1001.6,19.9,10.9,9.0,70,3.3,5.3,6.9,12.4 
02222,19810725,1006.5,14.9,11.8,11.3,89,3.0,7.3,0.0,11.3 
02222,19810726,1011.7,18.7,11.4,10.2,76,3.0,7.3,1.0,9.8 
02222,19810727,1011.0,21.2,13.9,13.9,71,3.0,4.0,9.0,12.9 
02222,19810728,1011.9,21.9,9.0,7.4,79,1.0,6.7,3.1,6.7 
02222,19810729,1008.3,25.9,11.3,9.9,75,1.7,6.0,8.5,6.6 
02222,19810730,1010.6,20.6,13.7,14.0,71,2.0,2.3,10.3,7.2 
02222,19810731,1003.2,24.0,8.5,6.6,79,2.0,5.3,6.1,7.7 
02222,19810801,1003.0,24.2,16.0,14.3,83,2.3,5.0,2.5,8.7 
02222,19810802,1010.0,19.8,16.1,15.6,93,2.0,8.0,0.1,7.7 
02222,19810803,1016.7,27.0,15.6,15.5,81,0.7,3.0,8.2,4.6 
02222,19810804,1016.3,29.2,14.5,13.0,75,0.7,1.7,11.7,5.1 
02222,19810805,1009.7,30.7,16.2,15.0,74,1.3,1.3,12.9,5.7 
02222,19810806,1004.0,31.0,16.6,15.2,71,1.7,0.7,11.7,6.2 
02222,19810807,1004.5,26.8,15.0,13.4,75,2.7,4.3,8.1,7.9 
02222,19810808,1005.7,22.8,18.4,17.4,76,1.0,7.3,0.2,5.4 
02222,19810809,1005.3,21.8,16.5,14.9,79,2.7,8.0,0.0,6.4 
02222,19810810,1005.4,17.8,14.8,14.6,96,2.0,8.0,0.0,7.2 
02222,19810811,1006.7,21.0,15.6,15.6,81,1.3,7.3,1.1,7.5 
02222,19810812,1009.1,23.4,11.1,9.9,78,1.3,2.0,10.0,5.1 
02222,19810813,1008.9,26.0,12.0,10.5,75,1.3,4.3,10.4,3.8 
02222,19810814,1008.8,26.1,13.3,12.5,77,1.7,2.0,9.3,5.7 
02222,19810815,1006.6,28.0,13.1,12.0,70,1.3,3.0,10.6,3.5 
02222,19810816,1007.0,20.8,14.3,13.8,75,2.0,3.0,6.2,11.1 
02222,19810817,1013.4,18.1,7.0,5.5,78,2.0,3.3,4.8,8.3 
02222,19810818,1011.6,22.2,6.2,4.6,74,1.7,3.7,8.9,5.0 
02222,19810819,1003.9,18.4,9.4,8.3,87,2.0,7.0,0.1,8.2 
02222,19810820,993.5,17.0,13.0,12.7,89,2.7,6.0,1.2,13.0 
02222,19810821,1002.9,17.1,9.8,9.9,90,2.3,4.7,4.1,12.9 
02222,19810822,1003.5,18.8,8.8,6.9,76,2.3,5.0,1.0,13.1 
02222,19810823,1010.8,18.7,11.6,10.4,76,2.3,6.0,4.3,10.3 
02222,19810824,1016.9,18.5,7.8,5.8,79,1.7,6.0,1.7,7.0 
02222,19810825,1017.8,20.3,6.8,5.5,80,1.3,4.7,7.6,6.2 
02222,19810826,1016.0,22.2,12.1,11.0,81,2.0,3.7,5.9,8.5 
02222,19810827,1014.8,18.9,11.1,8.9,78,2.0,5.0,2.3,8.2 
02222,19810828,1008.6,18.9,14.5,14.4,84,2.0,7.7,0.9,9.4 
02222,19810829,1004.7,17.5,10.8,9.4,83,1.0,6.3,0.3,6.2 
02222,19810830,1007.2,20.7,8.0,5.6,73,1.3,4.0,9.0,6.2 
02222,19810831,1006.2,21.3,5.6,3.9,76,1.0,3.3,9.5,5.1 
02222,19810901,1008.8,20.2,6.6,4.8,75,2.0,3.3,4.7,6.3 
02222,19810902,1012.0,21.9,9.6,7.4,70,1.3,5.7,3.7,4.6 
02222,19810903,1017.1,20.9,5.7,3.5,72,1.7,2.0,10.1,6.7 
02222,19810904,1017.2,22.5,4.9,2.4,71,1.7,0.7,12.0,6.7 
02222,19810905,1014.8,23.0,5.7,3.6,73,1.3,0.0,11.9,6.6 
02222,19810906,1013.3,23.8,5.8,3.3,72,2.0,0.3,11.3,3.8 
02222,19810907,1008.7,24.2,7.4,4.0,60,2.3,6.3,8.6,9.8 
02222,19810908,1007.9,23.7,13.1,11.4,77,2.0,7.0,1.6,6.2 
02222,19810909,1010.3,23.7,11.6,9.5,77,1.0,4.3,6.0,4.1 
02222,19810910,1004.8,25.4,10.8,8.4,74,2.3,0.3,10.5,7.4 
02222,19810911,1003.6,24.0,12.6,10.6,87,2.3,6.0,4.2,8.6 
02222,19810912,1003.1,22.0,11.2,11.0,84,3.0,6.3,5.9,9.6 
02222,19810913,1007.1,18.5,9.3,8.4,75,3.0,3.3,6.4,14.9 
02222,19810914,1009.6,18.2,7.2,6.2,78,2.0,5.0,4.5,12.3 
02222,19810915,1007.4,16.7,6.2,4.8,92,2.0,7.7,0.1,8.2 
02222,19810916,1007.2,18.1,13.8,13.1,91,1.3,7.3,0.1,6.4 
02222,19810917,1007.1,21.0,12.4,12.0,80,1.7,5.7,4.5,5.0 
02222,19810918,998.1,22.3,10.5,9.0,79,3.3,6.7,4.8,9.8 
02222,19810919,998.5,20.4,10.3,9.0,71,2.3,7.0,5.3,9.8 
02222,19810920,991.5,21.6,13.4,12.6,74,3.7,6.3,0.4,12.9 
02222,19810921,998.2,20.7,13.1,16.5,84,2.3,5.3,3.4,9.8 
02222,19810922,999.6,19.6,11.7,10.4,91,1.3,7.0,1.6,6.2 
02222,19810923,1006.3,18.2,9.2,11.6,85,2.0,4.0,5.3,10.7 
02222,19810924,1000.9,18.5,7.0,5.0,79,2.3,1.7,9.4,7.2 
02222,19810925,993.8,14.8,7.3,5.5,89,3.0,3.7,2.0,7.7 
02222,19810926,990.7,19.7,9.8,8.0,76,4.0,6.3,0.2,17.5 
02222,19810927,997.3,16.9,8.8,11.0,85,2.0,4.7,5.3,7.7 
02222,19810928,1002.1,15.7,7.8,5.5,88,1.0,7.7,0.0,5.7 
02222,19810929,1008.0,17.2,7.9,5.8,82,2.0,5.0,5.0,7.7 
02222,19810930,1008.4,18.2,4.4,2.7,76,2.7,1.7,9.9,8.1 
02222,19811001,997.4,16.9,5.6,3.5,85,3.0,2.7,8.4,11.8 
02222,19811002,987.9,15.6,9.2,6.5,91,2.7,7.7,0.0,6.2 
02222,19811003,984.3,13.2,6.2,5.2,81,2.3,5.0,0.4,8.5 
02222,19811004,991.9,15.4,5.5,3.1,64,4.0,7.3,1.8,19.6 
02222,19811005,999.2,16.9,9.9,8.1,86,2.3,5.7,0.5,7.2 
02222,19811006,996.4,19.1,10.0,8.0,83,2.3,6.7,1.1,10.0 
02222,19811007,1007.9,17.3,10.9,8.9,68,4.0,7.0,3.8,16.2 
02222,19811008,1009.9,16.6,6.5,4.5,82,3.0,5.0,2.0,8.7 
02222,19811009,998.3,19.2,7.1,4.3,70,4.0,7.3,3.4,13.2 
02222,19811010,993.9,14.0,7.4,6.4,77,3.7,6.0,1.8,17.0 
02222,19811011,993.0,11.5,5.4,7.0,71,3.3,6.3,2.3,18.6 
02222,19811012,991.8,8.3,4.9,2.5,89,2.3,7.7,0.0,12.1 
02222,19811013,1000.0,9.3,5.1,3.0,81,3.3,6.0,0.2,13.3 
02222,19811014,1000.7,10.7,1.6,-0.5,85,1.7,6.3,1.1,6.7 
02222,19811015,995.9,8.2,5.0,5.5,92,2.0,8.0,0.0,8.9 
02222,19811016,1011.0,10.1,-0.1,-0.8,88,2.0,5.7,3.1,6.3 
02222,19811017,1006.9,8.9,1.3,-0.6,93,2.0,8.0,0.0,7.1 
02222,19811018,1004.9,14.9,8.9,7.7,91,3.0,8.0,0.0,7.2 
02222,19811019,1007.5,12.7,7.0,6.6,82,2.3,7.3,0.1,8.0 
02222,19811020,993.3,13.9,7.7,9.4,84,3.3,7.7,0.0,17.2 
02222,19811021,997.3,11.1,2.4,1.5,84,1.7,5.7,5.2,9.8 
02222,19811022,998.6,9.4,1.0,-1.2,81,2.7,5.0,5.6,8.3 
02222,19811023,1003.9,8.1,2.7,0.6,85,1.7,7.3,0.3,6.2 
02222,19811024,1008.6,8.9,-1.8,-3.0,84,2.3,5.3,4.3,6.0 
02222,19811025,996.3,9.4,2.7,0.5,89,2.7,5.0,0.1,7.7 
02222,19811026,1000.0,8.2,3.0,0.9,93,1.0,8.0,0.0,5.7 
02222,19811027,1002.4,10.6,2.4,0.6,88,1.7,5.7,4.0,5.7 
02222,19811028,1005.9,11.8,4.3,2.8,72,2.7,6.3,4.0,9.3 
02222,19811029,1000.7,12.4,7.7,6.0,88,2.7,7.7,0.0,10.7 
02222,19811030,999.1,11.8,4.9,3.0,81,2.7,7.7,3.1,8.4 
02222,19811031,1003.9,15.7,8.5,8.4,79,3.3,7.3,0.1,15.9 
02222,19811101,1012.6,15.0,3.6,1.9,89,2.3,6.7,0.0,8.2 
02222,19811102,1013.1,14.7,12.6,10.0,85,4.0,7.7,0.0,14.4 
02222,19811103,1014.6,14.7,6.7,10.7,84,1.7,5.3,0.0,4.6 
02222,19811104,1014.8,12.7,3.9,2.3,91,2.3,7.0,0.0,8.2 
02222,19811105,1016.7,10.4,4.0,2.7,74,2.7,5.3,2.1,11.4 
02222,19811106,1019.5,9.9,4.3,2.6,71,3.0,3.7,5.6,9.3 
02222,19811107,1019.9,8.7,-2.2,3.6,73,2.0,3.3,7.1,8.2 
02222,19811108,1020.6,5.3,-6.8,-8.5,78,1.0,6.0,2.8,5.1 
02222,19811109,1020.7,3.5,-6.5,-7.6,87,1.7,4.0,1.5,5.0 
02222,19811110,1021.5,4.5,-5.4,-7.3,75,2.0,6.3,4.2,5.0 
02222,19811111,1010.3,4.0,0.3,-0.4,87,2.0,8.0,0.0,8.2 
02222,19811112,1009.7,9.4,1.7,1.5,96,1.7,8.0,0.0,5.7 
02222,19811113,1013.9,9.2,6.8,6.1,78,3.3,7.0,1.3,14.4 
02222,19811114,1018.7,8.2,4.6,3.2,80,2.0,6.0,1.6,12.9 
02222,19811115,1021.1,6.1,-3.0,-4.0,86,1.7,2.0,2.8,7.2 
02222,19811116,1015.4,5.0,-4.6,-6.3,69,3.7,4.0,3.1,9.2 
02222,19811117,1008.3,6.7,-1.1,-3.5,75,3.0,6.7,1.1,9.8 
02222,19811118,1005.4,11.4,4.4,3.9,82,3.0,6.3,1.1,9.3 
02222,19811119,1008.7,12.3,2.6,8.6,91,2.3,7.0,0.6,8.2 
02222,19811120,1007.9,16.8,5.0,4.3,69,3.7,7.7,0.0,14.2 
02222,19811121,1012.3,16.2,7.4,8.2,94,2.3,8.0,0.0,14.4 
02222,19811122,1013.5,14.3,12.2,10.9,78,2.3,7.3,0.0,9.2 
02222,19811123,1003.3,15.0,8.9,7.0,75,2.7,5.0,3.4,17.5 
02222,19811124,1007.0,12.8,2.7,0.4,68,4.3,3.3,2.6,16.8 
02222,19811125,1013.2,4.7,1.3,0.4,82,3.3,4.3,0.3,15.4 
02222,19811126,1013.1,7.4,1.9,0.2,85,3.3,8.0,0.0,13.2 
02222,19811127,998.4,7.8,5.6,5.4,84,3.0,7.7,0.0,15.3 
02222,19811128,995.4,6.9,2.0,3.0,84,2.7,6.7,2.6,11.9 
02222,19811129,1001.1,6.5,2.4,2.2,86,3.7,7.7,0.0,12.4 
02222,19811130,993.6,7.6,1.5,2.9,92,4.0,8.0,0.0,15.9 
02222,19811201,1006.5,4.8,1.2,0.0,87,3.7,8.0,0.0,14.3 
02222,19811202,1016.3,6.3,-1.8,2.3,84,2.3,5.7,2.1,6.7 
02222,19811203,1020.3,3.2,-4.6,-6.5,93,1.3,6.3,3.4,4.9 
02222,19811204,1000.7,8.0,2.6,1.5,86,4.0,7.0,0.0,13.4 
02222,19811205,999.9,4.9,2.3,1.6,87,3.7,7.3,0.4,11.5 
02222,19811206,987.5,3.9,1.7,0.4,88,2.0,8.0,0.0,10.4 
02222,19811207,979.8,4.5,1.9,1.2,88,3.0,7.7,0.0,9.3 
02222,19811208,971.1,6.4,0.7,0.6,95,2.3,8.0,0.0,14.9 
02222,19811209,984.7,1.9,-0.2,-2.0,75,2.7,5.7,0.2,13.0 
02222,19811210,993.9,2.4,-3.9,-2.2,85,2.3,6.7,2.2,6.6 
02222,19811211,981.5,1.5,-1.4,-2.0,97,2.7,8.0,0.0,6.7 
02222,19811212,992.6,1.4,-2.4,-2.1,88,1.7,7.3,0.2,8.7 
02222,19811213,993.7,-1.7,-7.1,-6.8,81,3.0,6.3,4.7,10.7 
02222,19811214,973.4,5.3,-4.3,-4.8,80,4.7,7.7,0.1,21.6 
02222,19811215,984.1,4.2,-4.8,-0.7,89,2.7,7.7,0.0,9.3 
02222,19811216,989.9,-2.2,-9.9,-8.6,81,1.0,1.7,6.7,6.7 
02222,19811217,996.3,-4.2,-11.7,-13.0,82,2.0,6.3,1.0,7.0 
02222,19811218,989.6,-1.9,-6.5,-5.4,87,2.3,8.0,0.0,9.2 
02222,19811219,1006.7,-1.0,-10.2,-11.2,87,2.0,7.3,0.0,9.3 
02222,19811220,1004.6,-1.8,-10.5,-13.1,82,2.0,5.0,0.7,7.2 
02222,19811221,985.6,-1.8,-5.3,-7.4,85,3.3,8.0,0.0,10.3 
02222,19811222,982.8,3.4,-2.2,-2.6,91,2.3,7.7,1.1,8.3 
02222,19811223,985.3,2.0,0.3,-0.9,94,1.7,7.7,0.0,5.8 
02222,19811224,981.0,1.8,-1.3,-4.1,84,2.7,8.0,0.0,7.5 
02222,19811225,999.6,2.2,0.0,-0.5,91,3.0,8.0,0.0,9.8 
02222,19811226,1005.6,1.9,-3.1,-0.5,88,1.0,7.0,0.0,6.2 
02222,19811227,995.9,0.2,-6.0,-8.5,78,3.7,7.0,0.3,11.8 
02222,19811228,987.5,2.0,-2.6,-4.6,83,3.7,6.7,0.5,10.7 
02222,19811229,974.7,6.4,-0.2,-2.7,85,3.7,6.3,0.6,13.1 
02222,19811230,978.3,7.2,2.4,0.0,82,3.7,7.0,1.4,13.5 
02222,19811231,981.0,9.7,4.9,3.5,82,3.0,7.0,0.0,15.3 
02222,19820101,994.2,8.5,3.4,2.3,86,1.7,6.7,0.0,7.2 
02222,19820102,1005.4,8.0,1.2,-1.6,81,2.3,6.0,0.0,7.4 
02222,19820103,1000.6,12.0,4.7,5.1,86,2.7,7.0,0.8,8.6 
02222,19820104,995.5,11.9,4.4,2.1,84,3.3,7.7,0.3,11.3 
02222,19820105,991.3,10.8,8.7,7.0,77,4.0,8.0,0.2,20.1 
02222,19820106,1005.0,9.6,-4.2,-1.9,68,3.3,4.3,3.6,14.4 
02222,19820107,1017.7,-2.1,-11.8,-13.6,77,1.0,3.0,6.8,4.6 
02222,19820108,1010.1,-5.0,-9.7,-10.5,55,4.0,6.7,1.6,13.9 
02222,19820109,1003.1,-4.4,-7.1,-5.7,84,2.3,8.0,0.0,10.2 
02222,19820110,1002.3,-5.1,-14.7,-23.1,73,1.7,1.7,6.4,7.7 
02222,19820111,993.9,-3.6,-12.4,-16.6,90,1.0,7.7,0.0,5.5 
02222,19820112,1014.1,-3.7,-16.7,-19.3,82,0.7,2.7,6.7,2.6 
02222,19820113,1023.5,-3.0,-20.8,-24.0,79,1.3,0.7,7.2,4.1 
02222,19820114,1017.5,-1.1,-17.3,-21.6,59,3.0,0.0,7.6,11.3 
02222,19820115,1014.8,2.0,-7.9,-11.6,65,3.7,2.0,5.9,8.7 
02222,19820116,1012.5,3.5,-3.7,-7.4,64,2.7,4.7,5.7,9.8 
02222,19820117,1014.1,3.6,-3.6,-7.0,66,2.3,3.3,7.0,7.3 
02222,19820118,1015.1,4.3,-5.5,-8.4,79,2.7,0.3,7.0,6.0 
02222,19820119,1014.3,4.3,-3.8,-7.5,80,3.0,3.3,3.1,8.5 
02222,19820120,1013.6,4.1,-3.7,-6.7,79,3.7,1.0,7.7,7.7 
02222,19820121,1015.9,1.2,-3.9,-6.5,94,1.3,8.0,0.0,6.2 
02222,19820122,1011.6,2.9,0.3,-0.2,92,1.7,7.7,0.9,8.2 
02222,19820123,1010.7,3.4,-0.3,-0.5,93,1.3,7.7,0.2,4.2 
02222,19820124,1014.3,2.4,-4.1,-6.3,94,1.0,7.3,0.2,4.2 
02222,19820125,1010.7,3.0,-1.4,-2.1,81,2.7,7.7,0.0,6.7 
02222,19820126,991.8,6.4,1.5,0.5,85,3.0,6.7,0.0,10.7 
02222,19820127,999.7,4.2,1.0,-0.6,81,2.3,6.0,0.0,12.8 
02222,19820128,1011.9,4.4,-4.7,-6.0,83,3.0,6.7,0.0,11.8 
02222,19820129,1004.6,8.0,4.0,3.0,93,3.7,8.0,0.0,14.9 
02222,19820130,1005.0,9.6,7.2,7.0,87,4.7,8.0,0.0,14.0 
02222,19820131,1014.1,8.0,-2.0,6.3,82,2.7,3.3,3.4,12.4 
02222,19820201,1020.4,6.0,-5.1,-6.4,73,2.0,0.3,8.7,5.3 
02222,19820202,1017.1,5.6,-5.5,-8.1,67,3.0,0.7,8.6,9.8 
02222,19820203,1015.4,2.7,-3.9,-5.6,62,4.3,0.3,8.5,12.4 
02222,19820204,1018.9,6.2,-3.1,-5.0,65,3.0,1.7,4.7,11.3 
02222,19820205,1018.2,8.7,-0.8,-2.6,72,3.3,4.7,6.4,8.7 
02222,19820206,1011.5,6.4,3.0,1.1,89,2.3,6.7,0.0,6.7 
02222,19820207,1009.6,10.9,0.4,-1.0,84,2.3,7.3,4.9,7.2 
02222,19820208,1008.3,7.7,-1.1,0.6,88,2.3,6.7,0.2,12.4 
02222,19820209,1014.4,8.8,-1.7,-3.4,86,2.7,6.0,0.7,7.3 
02222,19820210,1012.8,11.7,-0.6,-3.3,68,3.3,3.7,5.0,9.3 
02222,19820211,1011.4,13.1,-1.2,-3.0,76,2.7,3.3,5.5,5.7 
02222,19820212,1011.5,11.5,3.4,2.3,84,2.0,5.0,0.4,7.7 
02222,19820213,1004.3,13.3,3.6,0.6,72,3.3,2.0,8.7,7.7 
02222,19820214,1005.4,7.0,3.7,0.6,90,1.3,8.0,0.0,6.7 
02222,19820215,1006.6,5.8,2.9,2.9,92,2.3,8.0,0.0,6.4 
02222,19820216,1009.0,3.6,1.7,1.9,87,2.3,8.0,0.0,6.5 
02222,19820217,1008.9,3.7,-1.3,0.8,78,2.3,5.0,0.0,6.5 
02222,19820218,1013.1,4.8,-2.0,-3.7,80,2.0,8.0,0.0,8.0 
02222,19820219,1015.5,2.4,-3.6,-5.3,69,3.3,3.7,1.4,9.8 
02222,19820220,1015.9,6.6,-3.3,-4.4,54,3.0,0.7,9.1,9.6 
02222,19820221,1013.6,6.7,-5.5,-8.5,56,2.0,0.0,9.7,9.4 
02222,19820222,1004.3,8.4,-6.0,-8.9,54,2.0,1.7,9.8,7.7 
02222,19820223,999.1,3.5,-5.3,-6.3,73,2.0,4.7,0.8,6.2 
02222,19820224,1000.3,3.2,-9.2,-11.1,74,1.7,0.3,8.1,4.1 
02222,19820225,998.3,2.6,-7.9,-9.9,73,2.0,1.0,7.2,7.2 
02222,19820226,1003.1,6.0,-9.2,-10.5,73,2.0,0.7,7.5,5.2 
02222,19820227,1003.2,9.6,-5.6,-7.9,67,2.7,2.3,5.5,8.2 
02222,19820228,1002.2,9.3,-2.2,-4.6,91,3.0,7.3,0.2,6.2 
02222,19820301,994.7,15.0,6.2,6.3,67,4.3,6.7,3.2,22.6 
02222,19820302,1001.8,10.1,4.4,3.7,71,3.3,4.7,3.5,15.9 
02222,19820303,994.0,12.5,3.0,-0.4,77,4.3,8.0,0.0,19.0 
02222,19820304,1002.1,10.4,4.6,4.9,70,3.7,6.3,3.0,15.4 
02222,19820305,1020.8,7.9,-3.2,-5.4,79,2.0,2.7,5.0,13.9 
02222,19820306,1023.7,7.9,-6.0,-6.7,70,2.3,0.3,10.2,8.7 
02222,19820307,1013.8,8.3,-5.4,-7.0,62,2.7,3.0,9.5,9.0 
02222,19820308,1008.8,10.1,-4.8,-5.6,76,1.7,0.3,9.0,4.6 
02222,19820309,1005.4,8.6,-3.2,-5.1,82,1.7,5.0,2.6,9.8 
02222,19820310,987.3,8.3,-0.9,-3.2,81,3.7,7.7,0.0,17.0 
02222,19820311,997.5,8.7,1.3,1.4,88,4.0,5.3,2.2,23.7 
02222,19820312,996.1,7.3,0.1,-2.4,80,3.3,6.0,0.3,13.3 
02222,19820313,1004.7,5.6,-1.7,-4.1,82,2.3,4.0,1.3,13.3 
02222,19820314,1011.5,9.5,-2.2,-3.4,73,3.0,6.3,3.5,11.1 
02222,19820315,1002.6,13.9,2.8,-1.1,52,4.0,6.3,9.4,11.8 
02222,19820316,994.8,10.6,4.0,3.9,73,3.7,4.7,5.0,18.8 
02222,19820317,994.8,7.7,1.6,-0.9,89,2.0,7.0,0.7,9.5 
02222,19820318,999.0,9.0,0.0,-2.5,79,1.7,5.3,4.0,7.9 
02222,19820319,1000.9,8.0,-1.6,-2.9,88,1.3,6.0,2.1,7.0 
02222,19820320,996.1,5.2,1.6,0.6,90,2.3,8.0,0.0,10.5 
02222,19820321,1012.0,5.7,2.4,2.1,81,1.7,7.7,0.0,6.2 
02222,19820322,1015.6,9.8,0.1,-0.8,74,1.7,5.7,2.7,5.3 
02222,19820323,1022.3,10.6,1.3,-0.4,71,1.7,4.3,3.0,8.7 
02222,19820324,1025.7,14.0,-4.7,-6.4,64,1.7,0.7,9.4,6.2 
02222,19820325,1022.3,14.5,-3.4,-4.4,67,1.3,2.0,9.8,5.6 
02222,19820326,1016.7,17.6,-3.3,-5.1,66,1.0,1.3,10.2,4.6 
02222,19820327,1006.3,19.9,0.0,-1.0,63,2.0,3.7,10.7,7.8 
02222,19820328,999.2,14.7,2.5,1.4,68,2.3,5.3,0.0,7.7 
02222,19820329,995.2,11.9,1.3,-0.1,80,1.7,6.3,0.0,10.5 
02222,19820330,999.0,6.4,3.6,2.4,77,2.3,7.7,0.0,9.8 
02222,19820331,1002.7,12.9,3.4,2.8,58,3.0,2.7,8.6,9.6 
02222,19820401,1005.5,18.0,-0.7,-3.2,69,1.7,0.0,10.8,8.7 
02222,19820402,1003.2,19.4,1.3,-0.8,72,2.0,2.7,9.2,11.0 
02222,19820403,1008.7,14.7,5.5,3.7,68,1.7,3.7,8.1,7.0 
02222,19820404,1008.2,17.4,1.2,-1.0,63,2.3,3.0,11.0,8.7 
02222,19820405,1004.0,20.6,3.5,0.9,50,3.3,6.0,10.8,11.6 
02222,19820406,1004.2,20.2,7.9,4.4,61,3.0,7.0,3.4,14.4 
02222,19820407,1001.5,14.6,9.0,8.2,79,3.7,8.0,0.0,11.7 
02222,19820408,997.2,12.8,1.7,7.6,81,4.0,5.3,0.3,16.7 
02222,19820409,1006.7,6.8,0.6,-0.5,79,3.0,7.0,3.7,15.8 
02222,19820410,1001.2,8.5,2.4,1.4,66,3.0,5.7,3.5,14.2 
02222,19820411,1001.9,6.7,2.5,2.4,67,4.0,6.0,1.6,15.1 
02222,19820412,1002.5,6.3,0.9,0.0,73,3.3,5.0,4.3,14.2 
02222,19820413,1005.6,7.8,-0.3,0.2,81,2.3,4.7,6.0,11.4 
02222,19820414,1011.5,11.7,-5.0,-6.6,57,1.7,0.3,12.4,9.7 
02222,19820415,1011.1,15.7,-2.9,-5.3,58,1.7,1.3,12.4,8.2 
02222,19820416,1007.6,17.5,-0.3,-3.4,57,1.3,2.0,11.7,9.0 
02222,19820417,1008.2,13.3,3.5,0.0,62,3.0,2.0,12.3,13.0 
02222,19820418,1009.7,14.4,3.5,-0.5,57,2.3,3.3,9.6,9.3 
02222,19820419,1009.3,15.8,-1.4,-3.7,59,1.7,1.7,11.9,7.7 
02222,19820420,1008.6,15.8,-0.2,-2.4,63,1.0,3.0,5.8,4.6 
02222,19820421,1007.6,13.1,0.6,-0.5,69,1.7,3.3,4.5,7.7 
02222,19820422,1009.2,17.2,0.2,-2.1,65,1.3,2.3,9.8,6.6 
02222,19820423,1008.6,17.2,3.4,-0.5,55,2.7,4.7,5.3,14.8 
02222,19820424,1014.7,11.8,4.4,3.4,69,2.7,6.7,0.2,13.9 
02222,19820425,1019.1,16.0,4.2,1.2,63,1.7,5.0,9.1,10.3 
02222,19820426,1016.2,13.2,2.7,-0.6,68,3.7,5.3,4.6,12.2 
02222,19820427,1016.2,12.5,6.6,5.6,63,3.3,4.3,7.3,12.9 
02222,19820428,1011.5,12.5,5.0,1.5,68,2.7,6.7,0.4,7.2 
02222,19820429,1003.2,11.0,3.6,5.3,76,3.3,6.3,1.2,15.5 
02222,19820430,1007.9,10.1,1.6,0.6,73,2.3,7.0,3.0,9.8 
02222,19820501,1003.7,11.6,2.7,5.4,80,3.0,7.7,0.0,19.0 
02222,19820502,1007.2,11.5,-0.7,-2.4,64,2.7,5.7,5.9,11.8 
02222,19820503,996.7,15.7,2.5,0.6,66,3.3,7.0,2.0,15.4 
02222,19820504,998.2,13.7,6.8,5.9,72,2.0,7.7,0.9,9.3 
02222,19820505,1001.0,9.9,2.7,6.9,91,2.3,5.3,1.3,7.2 
02222,19820506,1004.2,15.7,0.1,-1.8,71,3.0,5.7,8.6,14.5 
02222,19820507,1008.0,11.3,2.5,1.2,79,2.7,6.0,3.9,12.7 
02222,19820508,1007.6,12.7,2.5,0.4,66,1.7,6.3,3.9,5.9 
02222,19820509,1005.9,16.7,0.0,-1.0,72,2.0,4.7,7.1,9.3 
02222,19820510,1008.4,15.0,7.8,7.4,76,0.7,7.3,2.9,5.1 
02222,19820511,1013.0,17.4,2.5,1.9,69,1.0,2.7,8.2,5.1 
02222,19820512,1018.3,20.1,4.6,2.0,53,2.3,0.7,13.4,7.0 
02222,19820513,1018.0,22.8,4.6,2.3,46,2.3,0.3,14.0,5.7 
