Stationsnummer;Datum;TagesmittelDesLuftdrucks(0.1HPA);Tmax(0.1°C);Tmin(0.1°C);TminErdboden(0.1°C);relLuftfeuchte(%);Windstaerke(o.1BFT);Bedeckungsgrad(0.1Achtel);TagessummeDerSonnenscheindauer(0.1Std);TagesmaxDerWindgeschwindigkeit(0.1M/S) 
03883;19810731;-999.9;21.7;12.5;11.5;72;2.0;3.0;7.8;-9.9 
03883;19810801;-999.9;23.1;13.0;12.0;86;1.0;6.0;4.5;-9.9 
03883;19810802;-999.9;15.9;11.0;10.5;91;1.3;8.0;0.0;-9.9 
03883;19810803;-999.9;23.5;11.5;10.5;79;1.0;3.3;10.2;-9.9 
03883;19810804;-999.9;27.0;10.0;9.5;79;1.7;0.7;10.9;-9.9 
03883;19810805;-999.9;28.7;13.0;10.5;69;1.7;0.0;12.6;-9.9 
03883;19810806;-999.9;29.9;14.5;11.5;65;1.7;0.0;12.6;-9.9 
03883;19810807;-999.9;31.2;13.0;12.0;67;1.3;3.0;11.7;-9.9 
03883;19810808;-999.9;26.7;16.0;16.0;75;1.3;6.7;3.1;-9.9 
03883;19810809;-999.9;22.5;18.0;16.0;89;1.0;8.0;0.0;-9.9 
03883;19810810;-999.9;23.4;16.2;16.5;82;1.0;7.3;1.1;-9.9 
03883;19810811;-999.9;24.0;10.5;10.5;69;1.7;4.7;9.6;-9.9 
03883;19810812;-999.9;24.6;10.0;8.5;76;1.0;4.0;7.8;-9.9 
03883;19810813;-999.9;26.5;10.5;9.2;82;1.0;3.0;9.8;-9.9 
03883;19810814;-999.9;26.4;12.0;11.5;77;1.7;7.0;2.0;-9.9 
03883;19810815;-999.9;24.0;14.5;11.4;85;1.3;6.0;1.2;-9.9 
03883;19810816;-999.9;19.9;12.3;13.5;82;2.7;5.0;9.4;-9.9 
03883;19810817;-999.9;18.7;9.5;9.0;83;3.3;5.3;6.4;-9.9 
03883;19810818;-999.9;21.4;9.3;8.5;75;3.3;6.7;3.9;-9.9 
03883;19810819;-999.9;18.2;11.0;10.0;90;3.3;6.7;0.7;-9.9 
03883;19810820;-999.9;15.8;11.4;10.5;95;3.7;7.7;0.4;-9.9 
03883;19810821;-999.9;16.5;10.2;10.0;91;3.7;4.7;2.2;-9.9 
03883;19810822;-999.9;15.4;10.0;9.0;87;3.0;7.7;0.1;-9.9 
03883;19810823;-999.9;18.1;10.0;8.9;87;2.3;5.0;8.5;-9.9 
03883;19810824;-999.9;20.7;10.2;7.5;81;2.0;4.0;8.6;-9.9 
03883;19810825;-999.9;19.7;9.0;8.5;88;3.0;5.0;3.1;-9.9 
03883;19810826;-999.9;19.6;14.4;12.0;86;2.0;7.0;2.1;-9.9 
03883;19810827;-999.9;19.1;12.6;12.0;79;3.3;4.0;9.1;-9.9 
03883;19810828;-999.9;19.5;7.4;4.5;73;1.7;0.7;12.2;-9.9 
03883;19810829;-999.9;19.0;7.0;4.5;79;1.0;1.7;9.4;-9.9 
03883;19810830;-999.9;19.0;7.0;5.0;84;0.7;3.7;6.4;-9.9 
03883;19810831;-999.9;20.0;3.5;4.5;80;0.7;3.0;9.3;-9.9 
03883;19810901;-999.9;19.7;10.5;7.0;88;1.0;5.0;7.1;-9.9 
03883;19810902;-999.9;19.0;4.5;3.0;84;1.0;4.0;4.8;-9.9 
03883;19810903;-999.9;20.0;3.5;3.2;84;1.0;1.7;11.3;-9.9 
03883;19810904;-999.9;21.8;3.2;3.0;81;0.7;0.3;11.2;-9.9 
03883;19810905;-999.9;21.9;3.0;3.0;77;0.3;0.0;11.2;-9.9 
03883;19810906;-999.9;23.2;4.7;3.0;77;0.3;0.0;10.6;-9.9 
03883;19810907;-999.9;23.3;5.2;4.5;73;0.7;0.0;8.6;-9.9 
03883;19810908;-999.9;20.0;9.5;7.0;92;1.3;5.7;0.4;-9.9 
03883;19810909;-999.9;20.0;13.2;10.7;93;1.3;7.7;0.2;-9.9 
03883;19810910;-999.9;21.2;12.0;10.7;88;1.0;5.3;3.8;-9.9 
03883;19810911;-999.9;19.3;12.5;10.0;90;1.0;6.0;0.7;-9.9 
03883;19810912;-999.9;20.5;12.5;9.8;85;1.7;5.0;1.4;-9.9 
03883;19810913;-999.9;18.2;10.0;12.5;81;2.3;3.0;7.3;-9.9 
03883;19810914;-999.9;17.5;6.2;4.5;86;1.3;5.3;4.5;-9.9 
03883;19810915;-999.9;19.0;10.0;10.5;86;1.0;4.0;6.1;-9.9 
03883;19810916;-999.9;13.7;9.5;9.5;96;1.0;7.0;0.0;-9.9 
03883;19810917;-999.9;17.2;3.0;2.5;87;1.7;5.0;7.0;-9.9 
03883;19810918;-999.9;18.8;8.2;7.5;74;2.3;4.0;6.1;-9.9 
03883;19810919;-999.9;19.0;10.7;11.0;85;2.0;2.3;6.3;-9.9 
03883;19810920;-999.9;17.7;9.0;7.0;96;2.0;7.7;0.0;-9.9 
03883;19810921;-999.9;20.5;10.0;12.0;88;1.7;3.3;5.5;-9.9 
03883;19810922;-999.9;20.0;8.5;7.0;97;0.7;4.0;1.6;-9.9 
03883;19810923;-999.9;17.9;10.2;12.5;91;2.3;6.0;3.9;-9.9 
03883;19810924;-999.9;18.2;5.8;4.5;83;1.3;1.0;6.3;-9.9 
03883;19810925;-999.9;18.9;5.2;3.5;84;2.3;2.0;8.8;-9.9 
03883;19810926;-999.9;21.5;10.5;8.0;79;1.7;3.0;9.8;-9.9 
03883;19810927;-999.9;18.0;10.5;8.5;89;1.3;4.0;2.6;-9.9 
03883;19810928;-999.9;13.5;5.4;4.0;98;1.0;5.0;0.0;-9.9 
03883;19810929;-999.9;17.0;9.8;10.5;95;1.3;5.3;1.9;-9.9 
03883;19810930;-999.9;17.5;4.0;2.5;86;1.0;0.0;9.2;-9.9 
03883;19811001;-999.9;18.5;6.0;4.2;89;1.0;0.0;8.0;-9.9 
03883;19811002;-999.9;18.5;12.7;11.0;86;1.0;6.7;3.0;-9.9 
03883;19811003;-999.9;15.0;10.5;8.0;81;3.0;7.3;3.5;-9.9 
03883;19811004;-999.9;12.5;6.7;5.5;89;3.7;5.0;1.9;-9.9 
03883;19811005;-999.9;16.0;7.2;6.0;87;3.0;4.0;4.3;-9.9 
03883;19811006;-999.9;15.0;9.0;5.0;95;1.0;4.7;0.0;-9.9 
03883;19811007;-999.9;15.5;10.4;11.5;78;4.0;5.0;8.1;-9.9 
03883;19811008;-999.9;15.5;8.5;6.5;78;4.3;8.0;1.1;-9.9 
03883;19811009;-999.9;18.0;10.5;7.0;79;3.0;5.0;5.7;-9.9 
03883;19811010;-999.9;15.0;8.0;8.0;74;3.7;7.0;2.6;-9.9 
03883;19811011;-999.9;11.7;6.5;5.7;80;4.0;7.0;3.7;-9.9 
03883;19811012;-999.9;9.8;5.9;4.5;91;3.3;5.3;0.6;-9.9 
03883;19811013;-999.9;11.0;4.0;2.2;89;3.0;4.0;2.5;-9.9 
03883;19811014;-999.9;9.0;3.0;1.5;88;2.3;4.0;3.5;-9.9 
03883;19811015;-999.9;8.1;-0.5;-2.8;90;0.0;4.0;0.6;-9.9 
03883;19811016;-999.9;11.3;1.0;-1.7;87;1.3;2.7;8.3;-9.9 
03883;19811017;-999.9;11.2;1.0;-1.5;79;1.3;4.3;6.3;-9.9 
03883;19811018;-999.9;7.3;4.8;5.5;99;1.3;8.0;0.0;-9.9 
03883;19811019;-999.9;9.0;4.8;4.5;94;2.3;8.0;0.1;-9.9 
03883;19811020;-999.9;13.5;8.0;8.0;89;3.3;8.0;0.0;-9.9 
03883;19811021;-999.9;9.7;2.2;2.0;89;1.7;2.0;4.4;-9.9 
03883;19811022;-999.9;9.0;-0.4;-2.5;89;1.0;1.0;7.1;-9.9 
03883;19811023;-999.9;7.7;0.2;-1.5;94;0.3;5.0;0.0;-9.9 
03883;19811024;-999.9;9.0;-1.0;-3.5;91;1.7;1.0;4.8;-9.9 
03883;19811025;-999.9;9.2;2.2;0.0;82;1.7;8.0;1.9;-9.9 
03883;19811026;-999.9;9.6;1.0;0.0;91;0.7;4.7;3.3;-9.9 
03883;19811027;-999.9;10.2;1.0;-0.5;94;0.7;5.3;2.9;-9.9 
03883;19811028;-999.9;9.1;2.6;2.7;89;2.3;5.7;3.6;-9.9 
03883;19811029;-999.9;10.5;3.6;1.0;93;3.3;7.3;0.0;-9.9 
03883;19811030;-999.9;9.5;4.2;2.5;88;3.0;4.0;3.1;-9.9 
03883;19811031;-999.9;13.9;4.5;2.5;78;4.0;4.3;3.7;-9.9 
03883;19811101;-999.9;11.2;5.5;2.5;90;2.7;6.7;0.4;-9.9 
03883;19811102;-999.9;14.0;9.1;8.5;82;4.0;6.7;1.9;-9.9 
03883;19811103;-999.9;9.5;4.3;0.5;96;0.7;8.0;0.0;-9.9 
03883;19811104;-999.9;11.0;6.5;2.0;94;2.3;5.3;0.0;-9.9 
03883;19811105;-999.9;9.0;4.9;2.7;88;3.3;4.0;3.2;-9.9 
03883;19811106;-999.9;8.8;3.0;-1.0;86;1.3;3.3;3.7;-9.9 
03883;19811107;-999.9;6.5;-1.1;-4.6;87;0.7;2.0;4.9;-9.9 
03883;19811108;-999.9;4.7;-1.8;-5.0;91;0.7;7.0;4.2;-9.9 
03883;19811109;-999.9;5.0;0.2;-1.5;88;1.0;6.3;3.4;-9.9 
03883;19811110;-999.9;5.0;-3.5;-6.0;80;2.3;2.3;5.0;-9.9 
03883;19811111;-999.9;4.3;1.5;0.5;94;3.7;8.0;0.0;-9.9 
03883;19811112;-999.9;7.4;2.8;2.0;98;2.3;7.7;0.0;-9.9 
03883;19811113;-999.9;7.0;3.5;3.0;91;2.0;6.0;0.5;-9.9 
03883;19811114;-999.9;6.4;1.6;0.5;80;2.0;4.0;6.6;-9.9 
03883;19811115;-999.9;4.5;-2.2;-3.0;87;0.7;4.0;2.0;-9.9 
03883;19811116;-999.9;3.0;-4.7;-7.0;91;1.3;2.7;0.8;-9.9 
03883;19811117;-999.9;5.1;-1.7;-4.0;81;2.7;4.7;0.9;-9.9 
03883;19811118;-999.9;9.0;2.6;2.0;86;3.7;7.3;0.0;-9.9 
03883;19811119;-999.9;10.8;3.8;6.0;87;2.0;3.7;6.0;-9.9 
03883;19811120;-999.9;15.7;1.6;-2.0;82;4.0;8.0;0.0;-9.9 
03883;19811121;-999.9;14.5;7.3;6.6;84;3.0;8.0;0.0;-9.9 
03883;19811122;-999.9;11.5;7.0;6.0;92;3.7;8.0;0.0;-9.9 
03883;19811123;-999.9;13.0;10.5;9.5;79;3.3;6.0;4.0;-9.9 
03883;19811124;-999.9;11.7;2.0;1.2;78;5.7;3.7;3.3;-9.9 
03883;19811125;-999.9;3.1;0.5;-0.5;92;4.3;6.3;2.7;-9.9 
03883;19811126;-999.9;5.0;1.2;-0.5;97;2.7;8.0;0.0;-9.9 
03883;19811127;-999.9;9.0;5.0;4.0;93;3.7;8.0;0.0;-9.9 
03883;19811128;-999.9;7.0;-0.4;3.5;94;2.0;6.3;0.0;-9.9 
03883;19811129;-999.9;5.6;-0.6;-3.0;94;2.0;8.0;0.0;-9.9 
03883;19811130;-999.9;5.1;1.2;-0.5;94;1.7;6.3;0.0;-9.9 
03883;19811201;-999.9;2.2;-0.5;-3.0;93;2.3;8.0;0.4;-9.9 
03883;19811202;-999.9;2.4;-0.3;-1.0;93;0.7;4.7;0.0;-9.9 
03883;19811203;-999.9;4.3;-1.0;-4.7;93;2.7;6.7;0.0;-9.9 
03883;19811204;-999.9;7.5;1.2;2.0;91;2.7;6.7;0.0;-9.9 
03883;19811205;-999.9;2.0;0.0;-2.0;90;3.3;6.7;1.9;-9.9 
03883;19811206;-999.9;2.7;0.6;-1.2;98;2.0;8.0;0.3;-9.9 
03883;19811207;-999.9;2.2;-0.6;-3.5;94;2.3;6.0;0.0;-9.9 
03883;19811208;-999.9;1.2;-3.2;-6.5;93;1.0;6.7;0.1;-9.9 
03883;19811209;-999.9;1.0;-3.0;-4.0;90;3.3;7.0;0.0;-9.9 
03883;19811210;-999.9;1.0;-2.8;-4.0;93;1.3;1.7;2.8;-9.9 
03883;19811211;-999.9;-1.6;-5.0;-8.0;94;0.7;5.3;0.0;-9.9 
03883;19811212;-999.9;-1.9;-7.8;-3.0;92;1.7;5.0;1.3;-9.9 
03883;19811213;-999.9;-0.5;-11.5;-15.5;92;2.7;4.7;0.0;-9.9 
03883;19811214;-999.9;-5.0;-11.3;-15.0;87;1.0;6.0;0.6;-9.9 
03883;19811215;-999.9;-2.1;-15.3;-12.5;88;0.0;1.3;5.0;-9.9 
03883;19811216;-999.9;-6.2;-18.0;-20.5;91;0.7;6.7;0.0;-9.9 
03883;19811217;-999.9;-6.3;-10.8;-12.6;94;0.3;5.7;2.5;-9.9 
03883;19811218;-999.9;-7.9;-9.5;-8.5;92;1.3;8.0;0.0;-9.9 
03883;19811219;-999.9;-4.4;-9.4;-8.0;89;1.0;2.7;3.2;-9.9 
03883;19811220;-999.9;-7.2;-16.9;-16.0;94;0.7;2.0;5.2;-9.9 
03883;19811221;-999.9;-13.2;-19.5;-20.0;93;1.0;4.0;3.0;-9.9 
03883;19811222;-999.9;-1.9;-14.0;-13.5;97;1.0;8.0;1.3;-9.9 
03883;19811223;-999.9;-1.5;-5.0;-4.0;94;1.0;7.3;0.0;-9.9 
03883;19811224;-999.9;-1.7;-4.0;-3.0;97;1.0;8.0;0.0;-9.9 
03883;19811225;-999.9;0.6;-3.0;-3.0;96;2.3;8.0;0.0;-9.9 
03883;19811226;-999.9;0.9;-3.0;-2.0;92;1.0;8.0;0.0;-9.9 
03883;19811227;-999.9;-2.7;-4.5;-4.0;93;1.3;8.0;0.0;-9.9 
03883;19811228;-999.9;-2.7;-8.5;-7.0;95;1.0;4.0;0.0;-9.9 
03883;19811229;-999.9;2.5;-7.0;-7.5;92;2.0;6.0;0.0;-9.9 
03883;19811230;-999.9;4.7;-0.5;-4.5;91;1.3;3.0;2.3;-9.9 
03883;19811231;-999.9;5.1;1.6;-0.5;98;2.0;8.0;0.0;-9.9 
03883;19820101;-999.9;5.4;2.2;-0.5;96;1.0;7.0;1.2;-9.9 
03883;19820102;-999.9;5.2;2.9;0.7;97;2.7;8.0;0.2;-9.9 
03883;19820103;-999.9;11.9;4.0;2.0;89;4.0;6.0;0.0;-9.9 
03883;19820104;-999.9;10.0;6.7;4.0;86;4.0;8.0;0.0;-9.9 
03883;19820105;-999.9;9.7;1.1;7.0;97;2.7;7.3;0.0;-9.9 
03883;19820106;-999.9;6.2;-8.8;-7.0;84;3.3;4.0;3.0;-9.9 
03883;19820107;-999.9;-6.2;-13.5;-14.5;86;1.0;1.3;3.5;-9.9 
03883;19820108;-999.9;-6.7;-16.5;-18.0;90;0.0;0.0;2.9;-9.9 
03883;19820109;-999.9;-8.5;-15.8;-11.5;85;1.7;2.0;3.3;-9.9 
03883;19820110;-999.9;-6.4;-19.5;-20.5;85;0.3;0.0;3.2;-9.9 
03883;19820111;-999.9;-6.5;-17.8;-18.0;90;0.0;4.7;2.5;-9.9 
03883;19820112;-999.9;-4.5;-9.0;-7.0;93;1.7;5.3;3.6;-9.9 
03883;19820113;-999.9;-3.5;-10.9;-11.2;94;0.7;7.0;2.0;-9.9 
03883;19820114;-999.9;-5.7;-13.2;-14.5;96;0.0;0.0;3.5;-9.9 
03883;19820115;-999.9;-0.9;-16.0;-17.5;92;0.0;0.0;4.0;-9.9 
03883;19820116;-999.9;1.7;-7.2;-9.9;92;0.0;0.0;1.2;-9.9 
03883;19820117;-999.9;-2.7;-11.4;-13.5;87;0.0;0.0;2.5;-9.9 
03883;19820118;-999.9;-2.7;-14.5;-16.0;94;0.0;0.0;2.5;-9.9 
03883;19820119;-999.9;0.6;-11.7;-13.5;91;0.3;0.0;0.6;-9.9 
03883;19820120;-999.9;-1.0;-9.0;-10.0;90;0.0;2.7;1.1;-9.9 
03883;19820121;-999.9;-3.0;-7.0;-6.0;96;0.0;2.7;0.3;-9.9 
03883;19820122;-999.9;0.4;-3.6;-3.0;98;2.0;6.7;0.0;-9.9 
03883;19820123;-999.9;1.0;-0.1;-0.5;99;1.0;8.0;0.0;-9.9 
03883;19820124;-999.9;1.7;-0.2;-0.5;95;1.7;7.3;0.0;-9.9 
03883;19820125;-999.9;2.2;0.6;0.0;94;3.7;8.0;0.0;-9.9 
03883;19820126;-999.9;4.5;0.5;0.5;95;3.3;8.0;0.0;-9.9 
03883;19820127;-999.9;3.6;-0.5;2.0;94;1.7;7.3;0.0;-9.9 
03883;19820128;-999.9;2.6;-1.7;-2.5;88;3.7;7.3;0.0;-9.9 
03883;19820129;-999.9;5.0;2.0;0.5;89;2.3;7.0;0.0;-9.9 
03883;19820130;-999.9;7.2;3.4;2.0;96;2.3;8.0;0.0;-9.9 
03883;19820131;-999.9;5.8;-1.5;-2.0;79;1.7;0.0;7.8;-9.9 
03883;19820201;-999.9;-0.7;-4.0;-6.0;98;0.3;7.3;0.0;-9.9 
03883;19820202;-999.9;0.0;-4.5;-5.0;88;2.0;2.7;2.5;-9.9 
03883;19820203;-999.9;0.5;-4.3;-5.5;81;1.3;0.0;7.0;-9.9 
03883;19820204;-999.9;-0.2;-5.9;-7.0;84;1.7;1.7;5.3;-9.9 
03883;19820205;-999.9;5.6;-5.6;-7.5;83;0.3;0.0;6.0;-9.9 
03883;19820206;-999.9;5.1;-0.4;-4.0;95;2.0;7.7;0.0;-9.9 
03883;19820207;-999.9;6.5;3.8;3.0;95;2.0;8.0;0.0;-9.9 
03883;19820208;-999.9;5.6;2.6;1.0;94;1.7;7.7;0.0;-9.9 
03883;19820209;-999.9;5.4;0.5;-1.5;90;2.0;7.7;0.0;-9.9 
03883;19820210;-999.9;10.2;2.0;-0.5;81;0.7;4.0;4.7;-9.9 
03883;19820211;-999.9;10.2;1.7;-2.0;80;1.0;0.0;7.0;-9.9 
03883;19820212;-999.9;9.0;2.5;-0.5;80;0.7;5.3;5.6;-9.9 
03883;19820213;-999.9;8.8;-0.2;-3.0;90;1.0;0.0;6.0;-9.9 
03883;19820214;-999.9;2.7;-0.5;-1.5;98;1.3;8.0;0.0;-9.9 
03883;19820215;-999.9;1.7;0.5;0.0;94;1.0;8.0;0.0;-9.9 
03883;19820216;-999.9;1.0;0.0;0.0;95;1.7;8.0;0.0;-9.9 
03883;19820217;-999.9;2.3;-1.4;-0.5;91;2.0;5.3;0.0;-9.9 
03883;19820218;-999.9;1.8;-2.2;-3.5;79;3.0;2.0;5.7;-9.9 
03883;19820219;-999.9;0.4;-3.5;-2.7;68;2.0;4.0;3.7;-9.9 
03883;19820220;-999.9;2.7;-5.0;-7.0;77;1.0;0.0;9.0;-9.9 
03883;19820221;-999.9;4.0;-7.7;-9.5;79;0.7;0.0;7.4;-9.9 
03883;19820222;-999.9;4.8;-6.0;-8.5;77;1.3;0.7;6.7;-9.9 
03883;19820223;-999.9;2.0;-5.5;-7.5;85;1.0;2.7;2.7;-9.9 
03883;19820224;-999.9;-1.4;-9.0;-10.0;94;0.3;8.0;0.0;-9.9 
03883;19820225;-999.9;-0.8;-4.2;-4.0;92;1.0;5.3;1.2;-9.9 
03883;19820226;-999.9;-1.5;-4.0;-4.0;80;1.0;8.0;0.0;-9.9 
03883;19820227;-999.9;3.0;-4.6;-6.5;79;2.0;8.0;1.5;-9.9 
03883;19820228;-999.9;7.0;1.5;-0.7;88;3.0;8.0;0.0;-9.9 
03883;19820301;-999.9;10.7;4.9;5.0;90;4.7;7.3;0.3;-9.9 
03883;19820302;-999.9;6.7;3.0;2.0;85;3.7;4.7;1.1;-9.9 
03883;19820303;-999.9;7.7;3.2;1.0;91;3.7;8.0;0.4;-9.9 
03883;19820304;-999.9;7.2;3.2;3.0;82;4.0;4.7;0.0;-9.9 
03883;19820305;-999.9;6.7;1.0;-1.0;84;2.7;3.0;5.6;-9.9 
03883;19820306;-999.9;5.7;-2.7;-5.5;97;1.0;4.7;3.4;-9.9 
03883;19820307;-999.9;5.0;-3.5;-6.5;68;1.7;0.0;9.4;-9.9 
03883;19820308;-999.9;8.5;-1.2;-4.0;78;1.3;0.0;8.7;-9.9 
03883;19820309;-999.9;8.5;-3.0;-5.0;88;0.7;3.3;0.0;-9.9 
03883;19820310;-999.9;8.0;-1.0;-3.0;87;3.0;5.7;3.0;-9.9 
03883;19820311;-999.9;6.5;1.1;2.0;84;3.3;5.3;2.1;-9.9 
03883;19820312;-999.9;6.7;1.0;-1.0;85;3.7;4.0;0.1;-9.9 
03883;19820313;-999.9;6.4;1.2;-1.0;85;3.0;3.0;6.5;-9.9 
03883;19820314;-999.9;8.2;0.8;-1.5;80;4.0;6.7;1.5;-9.9 
03883;19820315;-999.9;11.5;5.0;1.5;65;3.0;5.0;5.9;-9.9 
03883;19820316;-999.9;8.7;3.9;0.2;76;3.3;7.0;3.2;-9.9 
03883;19820317;-999.9;6.5;1.5;-1.5;91;1.3;6.0;0.0;-9.9 
03883;19820318;-999.9;9.7;0.4;-3.0;81;1.3;4.3;5.8;-9.9 
03883;19820319;-999.9;10.6;-1.5;-4.5;82;0.7;3.0;5.8;-9.9 
03883;19820320;-999.9;7.7;-1.0;-3.5;84;0.7;6.7;2.1;-9.9 
03883;19820321;-999.9;7.8;0.0;-3.0;86;1.0;7.0;3.6;-9.9 
03883;19820322;-999.9;8.0;1.5;2.0;88;0.7;8.0;0.0;-9.9 
03883;19820323;-999.9;11.0;-1.5;-4.0;81;1.3;4.0;5.6;-9.9 
03883;19820324;-999.9;12.1;-3.0;-6.0;79;0.3;0.0;7.8;-9.9 
03883;19820325;-999.9;13.0;-1.5;-4.5;77;1.3;2.0;6.1;-9.9 
03883;19820326;-999.9;16.9;1.0;-2.5;72;0.7;0.0;10.1;-9.9 
03883;19820327;-999.9;18.3;-1.5;-4.0;67;0.3;0.0;8.2;-9.9 
03883;19820328;-999.9;15.5;1.5;-1.5;70;0.0;2.0;5.7;-9.9 
03883;19820329;-999.9;10.1;1.5;-1.5;85;2.3;6.7;3.1;-9.9 
03883;19820330;-999.9;5.8;-0.7;-3.5;84;1.7;5.3;0.0;-9.9 
03883;19820331;-999.9;11.0;-3.5;-6.7;70;0.7;0.0;10.2;-9.9 
03883;19820401;-999.9;15.1;-3.0;-6.0;72;0.7;0.0;10.1;-9.9 
03883;19820402;-999.9;18.7;-2.8;-3.0;74;0.7;0.0;9.4;-9.9 
03883;19820403;-999.9;11.2;4.8;1.0;86;2.0;5.3;1.3;-9.9 
03883;19820404;-999.9;15.5;0.0;-3.5;74;0.7;0.0;8.0;-9.9 
03883;19820405;-999.9;18.0;-0.6;-3.5;65;1.0;0.3;9.4;-9.9 
03883;19820406;-999.9;22.7;1.5;-1.7;71;2.0;3.3;6.5;-9.9 
03883;19820407;-999.9;14.7;8.0;5.5;83;3.7;7.3;0.5;-9.9 
03883;19820408;-999.9;11.9;2.2;7.5;67;4.0;5.0;3.8;-9.9 
03883;19820409;-999.9;6.5;0.4;-0.5;82;3.7;4.7;7.3;-9.9 
03883;19820410;-999.9;6.6;0.5;-0.5;89;2.7;6.7;5.2;-9.9 
03883;19820411;-999.9;6.5;0.8;-0.5;81;3.3;5.0;6.6;-9.9 
03883;19820412;-999.9;6.2;1.0;-0.5;90;3.3;5.0;4.0;-9.9 
03883;19820413;-999.9;8.8;1.5;1.0;84;1.3;5.7;4.7;-9.9 
03883;19820414;-999.9;11.2;-2.5;-5.5;73;1.0;1.0;10.9;-9.9 
03883;19820415;-999.9;13.5;-3.5;-4.0;69;0.7;5.3;7.0;-9.9 
03883;19820416;-999.9;13.9;-4.0;-2.0;75;0.3;7.3;1.0;-9.9 
03883;19820417;-999.9;12.2;3.5;-0.5;71;2.0;5.0;8.7;-9.9 
03883;19820418;-999.9;13.5;-0.5;-3.7;59;2.0;0.3;12.9;-9.9 
03883;19820419;-999.9;15.5;1.0;-4.0;62;1.0;6.0;6.9;-9.9 
03883;19820420;-999.9;13.8;3.8;1.0;67;1.0;6.0;3.6;-9.9 
03883;19820421;-999.9;14.0;5.0;4.0;73;1.0;5.0;3.5;-9.9 
03883;19820422;-999.9;15.0;0.2;-1.5;62;1.0;0.0;12.0;-9.9 
03883;19820423;-999.9;15.5;1.0;-1.5;67;2.0;4.0;8.4;-9.9 
03883;19820424;-999.9;14.0;5.5;5.2;78;1.7;6.3;5.9;-9.9 
03883;19820425;-999.9;15.2;3.4;0.0;77;1.3;5.0;11.1;-9.9 
03883;19820426;-999.9;15.8;6.8;4.5;62;2.3;5.0;7.5;-9.9 
03883;19820427;-999.9;15.3;2.7;-1.5;67;2.0;1.0;13.1;-9.9 
03883;19820428;-999.9;13.2;6.2;3.2;75;3.0;6.0;4.6;-9.9 
03883;19820429;-999.9;8.7;2.5;-0.5;85;3.0;6.0;3.2;-9.9 
03883;19820430;-999.9;9.5;1.5;-0.5;73;3.3;5.7;8.1;-9.9 
03883;19820501;-999.9;11.0;3.5;3.0;91;3.7;7.0;0.2;-9.9 
03883;19820502;-999.9;9.0;1.0;-1.1;83;2.7;4.0;6.4;-9.9 
03883;19820503;-999.9;12.8;3.2;-1.0;75;4.0;7.3;2.8;-9.9 
03883;19820504;-999.9;13.4;6.5;5.5;77;3.0;4.0;5.3;-9.9 
03883;19820505;-999.9;15.0;5.3;5.2;91;1.7;8.0;0.2;-9.9 
03883;19820506;-999.9;10.5;3.5;1.7;78;0.7;6.7;0.1;-9.9 
03883;19820507;-999.9;10.0;3.0;0.5;89;1.3;6.3;1.4;-9.9 
03883;19820508;-999.9;12.5;4.0;1.8;73;2.7;1.3;9.2;-9.9 
03883;19820509;-999.9;16.0;0.0;-2.1;70;0.3;1.3;13.3;-9.9 
03883;19820510;-999.9;15.4;0.1;-2.0;71;1.0;2.3;10.1;-9.9 
03883;19820511;-999.9;16.5;6.5;1.5;73;1.0;1.3;10.1;-9.9 
03883;19820512;-999.9;15.5;0.0;-1.0;70;1.3;1.0;13.1;-9.9 
03883;19820513;-999.9;19.2;1.5;-1.5;65;0.7;0.7;13.9;-9.9 
03883;19820514;-999.9;20.2;4.0;1.1;71;0.7;0.3;13.8;-9.9 
03883;19820515;-999.9;23.2;6.5;2.0;50;2.0;0.0;14.1;-9.9 
03883;19820516;-999.9;27.2;8.5;4.5;56;1.7;0.3;13.0;-9.9 
03883;19820517;-999.9;23.3;12.5;8.2;89;0.7;6.7;3.3;-9.9 
03883;19820518;-999.9;23.2;11.4;7.2;80;0.3;5.3;5.4;-9.9 
03883;19820519;-999.9;16.6;10.8;11.5;85;1.0;4.7;5.2;-9.9 
03883;19820520;-999.9;17.8;7.9;5.3;77;0.0;5.7;0.2;-9.9 
03883;19820521;-999.9;19.2;10.5;8.1;83;0.0;5.0;3.0;-9.9 
03883;19820522;-999.9;17.6;12.2;11.0;90;1.0;8.0;0.0;-9.9 
03883;19820523;-999.9;18.0;11.1;8.5;88;2.3;8.0;0.7;-9.9 
03883;19820524;-999.9;16.0;9.5;9.0;86;2.0;6.3;3.4;-9.9 
03883;19820525;-999.9;20.0;7.5;4.5;76;1.7;3.0;9.6;-9.9 
03883;19820526;-999.9;25.2;9.0;7.5;63;0.7;0.0;14.2;-9.9 
03883;19820527;-999.9;28.2;10.3;7.0;56;1.3;0.0;14.2;-9.9 
03883;19820528;-999.9;21.7;11.5;11.7;78;1.7;6.0;2.6;-9.9 
03883;19820529;-999.9;18.2;6.6;3.5;77;1.0;1.7;11.5;-9.9 
03883;19820530;-999.9;21.9;5.5;4.0;69;0.7;0.0;14.7;-9.9 
03883;19820531;-999.9;26.0;9.0;5.5;54;1.7;0.0;14.7;-9.9 
03883;19820601;-999.9;29.9;10.8;8.5;55;1.7;0.3;14.6;-9.9 
03883;19820602;-999.9;32.0;13.0;10.5;58;1.3;0.7;13.6;-9.9 
03883;19820603;-999.9;32.3;13.0;11.2;47;1.3;2.0;14.0;-9.9 
