Value"1.0"2.0"3.0"4.0"5.0"6.0"7.0"8.0"9.0"10.0
transpiration"442.665209061"442.665209061"442.665209061"442.665209061"442.665209061"442.665209061"442.665209061"442.665209061"442.665209061"442.665209061"
radiation"3975.8"3975.8"3975.8"3975.8"3975.8"3975.8"3975.8"3975.8"3975.8"3975.8"
biomass"1708.62120385"5811.10403116"14278.1561979"28907.1430485"49753.2024645"92584.948523"126820.795568"161362.093175"192693.725646"222404.980869"
evaporation"164.60698855"164.60698855"164.60698855"164.534346344"151.40355702"85.3164686317"83.443879463"81.1006113713"79.2082483198"77.5255420868"
water_uptake"207.293219864"207.293219864"207.293219864"207.293219864"210.887881767"258.759653981"262.052179403"265.507444413"266.124229567"266.124229567"
shoot_biomass"1513.56745166"5272.93819827"13142.8834731"26818.184401"46329.3947456"87230.5433201"119492.696416"151963.591877"181263.70989"208946.393444"
PotentialGrowth"69.8616077718"253.19048377"649.579463896"1345.12146025"2323.78537427"3450.2408701"4575.65451998"5627.0649038"6599.47683038"7513.95388721"
root_biomass"195.053752186"538.165832887"1135.27272486"2088.95864744"3423.80771886"5354.40520289"7328.09915212"9398.50129822"11430.0157566"13458.5874254"
leaf"339.32598235"1008.54538443"2228.07432936"4240.26191442"7196.05182853"11055.5179763"15615.4279401"20632.2384464"25914.7006192"31343.8260155"
storage"525.966210289"2051.064761"5472.32511724"11552.0552527"20120.1290686"44704.5659162"60521.8351824"75901.7856829"88750.8417481"100287.061048"
ETc"607.272197611"607.272197611"607.272197611"607.199555404"594.06876608"527.981677692"526.109088524"523.765820432"521.87345738"520.190751147"
ETo"516.784027011"516.784027011"516.784027011"516.784027011"516.784027011"516.784027011"516.784027011"516.784027011"516.784027011"516.784027011"
lai"25.6664871841"45.4270109714"80.692843422"138.217838315"222.367688895"332.405666024"463.1120236"607.991608024"761.77891172"921.059324654"
water_stress"72.3579886989"72.3579886989"72.3579886989"72.3579886989"72.2271875474"60.8209007657"60.4121420957"59.9556249832"59.8733486634"59.8733486634"
potential_depth"9072.0"9072.0"9072.0"9072.0"9072.0"9072.0"9072.0"9072.0"9072.0"9072.0"
stem"648.275259025"2213.32805284"5442.48402647"11025.8672339"19013.2138485"31470.4594276"43355.4332935"55429.5677472"66598.1675223"77315.5063805"
stress"72.3579886989"72.3579886989"72.3579886989"72.3579886989"72.2271875474"60.8209007657"60.4121420957"59.9556249832"59.8733486634"59.8733486634"
rooting_depth"4260.64589311"4260.64589311"4260.64589311"4260.64589311"4262.46900115"4586.1778116"4668.56078136"4747.81077951"4761.94906934"4761.94906934"
ActualGrowth"30.3941654489"109.655300873"279.708312071"577.594187336"1002.3466892"1942.17749078"2613.1990341"3263.35510347"3852.46218407"4404.67784839"
